"address","rank","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","postalCode","street","reviewsCount","title","location/lat","location/lng","categoryName","price","totalScore"
"F8C5+4F4, Ghaus-e-Azam Rd, Block D Faisal Town, Lahore, Punjab, Pakistan","60","451","259","66","171","49",,"F8C5+4F4, Ghaus-e-Azam Rd","996","Gourmet Foods - Faisal Town","31.4702722","74.3087048","Bakery","$$","4"
"F7H3+WX7, Central Blvd, Colony, Canal View, Lahore, Punjab 54000, Pakistan","63","363","170","53","157","51","54000","F7H3+WX7, Central Blvd, Colony","794","Gourmet Foods - Canal View","31.4781106","74.2546136","Bakery","$$","3.9"
"1 Raiwind Rd, Block C Nawab Town, Lahore, Punjab 54000, Pakistan","64","238","122","33","76","25","54000","1 Raiwind Rd","494","Shezan Bakers and Confectioners","31.4591952","74.2449527","Bakery","$$","4"
"F788+W9X, fatmiyaa road, near emporium mall, Trade Centre Commercial Area Phase 2 Johar Town, Lahore, Punjab 54000, Pakistan","66","2","0","1","0","0","54000","F788+W9X, fatmiyaa road, near emporium mall","3","Broadway bakery","31.4673596","74.2659832","Bakery",,"3.7"
"22-Mamdot Block, Wahdat Rd, Mamdoot Block Mustafa Town, Lahore, Punjab 54000, Pakistan","67","69","48","9","25","9","54000","22-Mamdot Block, Wahdat Rd","160","Gourmet Foods - Mustafa Town","31.4996403","74.2765645","Bakery","$$","4"
"M3JJ+9XW Baway ka kuttya, Lahore Rd, Lahore, Sheikhupura, Punjab 39350, Pakistan","1",,,,,,"39350","M3JJ+9XW Baway ka kuttya, Lahore Rd","1","Makhan sweat bakery","31.6809837","74.0824413","Bakery",,"5"
"G7RQ+FQR, Nonaraian, New Shalimar Rd, Samanabad Town, Lahore, Punjab 54000, Pakistan","7",,,,,,"54000","G7RQ+FQR, Nonaraian, New Shalimar Rd","63","Al fazal bakery","31.5412345","74.2893859","Bakery",,"4.3"
"F64C+43W, Canal Rd, near DHA EME Sector, PASCO Society Pasco Society, Lahore, Punjab, Pakistan","69","15","4","2","1","0",,"F64C+43W, Canal Rd, near DHA EME Sector","22","Bundu Khan Sweets & Bakers - Near DHA-EME","31.4553796","74.2202445","Bakery",,"4.4"
"Canal Rd, PASCO Society Pasco Society, Lahore, Punjab 54000, Pakistan","70","54","33","10","13","0","54000","Canal Rd","110","Cakes & Bakes","31.4553786","74.2210991","Cake shop","$$","4.1"
"G8F8+3JR, Rehmanpura Colony, Lahore, Punjab 54000, Pakistan","15",,,,,,"54000","G8F8+3JR","10","New Kashmir Bakers and sweets","31.5227496","74.316506","Bakery",,"4.3"
"69 Allama Iqbal Rd, Garhi Shahu, Lahore, Punjab 54000, Pakistan","19",,,,,,"54000","69 Allama Iqbal Rd","2060","Bread & Beyond","31.5619704","74.347909","Bakery","$$","4.3"
"R65X+P97, Sheikhupura Road, Daoke Muridke, Sheikhupura, Punjab, Pakistan","5",,,,,,,"R65X+P97, Sheikhupura Road","32","Eminabadi Maher sweet","31.8092927","74.2484158","Bakery",,"4.2"
"F7XC+25C, Ghani Colony Education Town, Lahore, Punjab, Pakistan","72","8","3","1","3","0",,"F7XC+25C","15","Sweet & Salt Bakers","31.4975727","74.2703966","Bakery",,"4.1"
"Ali, 170-Saiden Shah Colony Wazir, Road, Lahore, 54000, Pakistan","14",,,,,,"54000","Ali, 170-Saiden Shah Colony Wazir, Road","62","Dream a Cake","31.5401289","74.3596468","Cake shop",,"5"
"Plot 381, Township Block 12 Sector B 1 Lahore, Punjab 54770, Pakistan","74","1","0","0","0","0","54770","Plot 381","1","Zeeshan Bakery & Store","31.4634904","74.3083943","Bakery",,"5"
"29 kilometer, GT Road Muridkay Muridkay, Lahore, 39000, Pakistan","14",,,,,,"39000","29 kilometer, GT Road Muridkay Muridkay","32","Dawn Bread muridke","31.8258004","74.254929","Bakery",,"4.6"
"R7F2+H3G, Muridke, Sheikhupura, Punjab, Pakistan","15",,,,,,,"R7F2+H3G","3","Tuck Shop","31.8239338","74.2502063","Bakery",,"4.3"
"F6VX+2PM, Kahayaban e Quaid, Neat, Ittefaq Town, Lahore, Punjab, Pakistan","75","18","2","2","0","1",,"F6VX+2PM, Kahayaban e Quaid, Neat","23","Haji Muneer Bakery","31.4925771","74.2493046","Bakery",,"4.4"
"Sarwar Rd, Saddar Town, Lahore, Punjab, Pakistan","17",,,,,,,"Sarwar Rd","6","Super Ideal Bakers & Store","31.5492684","74.3773844","Bakery",,"4.7"
"F687+4H8, Eden Blvd, Eden Value Homes, Lahore, Punjab, Pakistan","76","30","10","6","8","4",,"F687+4H8, Eden Blvd","58","Malwa Bakery","31.4652302","74.2139286","Bakery",,"3.9"
"F8G3+9RC, Block B Faisal Town, Lahore, Punjab, Pakistan","77","1","0","0","0","0",,"F8G3+9RC","1","Bee's Bakery","31.4759491","74.3045016","Bakery",,"5"
"G8Q9+FRQ, Lahore – Kasur Rd, Shershah Colony Lahore, Punjab 54000, Pakistan","11",,,,,,"54000","G8Q9+FRQ, Lahore – Kasur Rd","953","Bundu Khan Sweets & Bakers","31.5387119","74.3196117","Bakery","$$","4.3"
"437, Block A Revenue Society Block A Revenue Employees Cooperative Housing Society, Lahore, Punjab 54770, Pakistan","78","2","0","0","0","0","54770","437","2","home bakery","31.4530885","74.285025","Bakery",,"5"
"Plot 56, Block K Ali Town, Lahore, Punjab, Pakistan","79","3","3","0","3","1",,"Plot 56","10","Broadway Bakers","31.46477","74.2509677","Bakery",,"3.8"
"Eden Mall, Shop 26 Multan Rd, Eden Value Homes, Lahore, Punjab, Pakistan","80","2","0","0","1","0",,"Eden Mall, Shop 26 Multan Rd","3","Bakery Bite","31.4648216","74.213922","Bakery",,"4.3"
"F6RQ+79W, Pico Rd, Thoker Niaz Baig, Lahore, Punjab, Pakistan","81","6","2","4","2","1",,"F6RQ+79W, Pico Rd","15","Haidri Bakery","31.4907289","74.2384504","Bakery",,"3.3"
"F6MP+JWG, Gulzar colony Thoker Niaz Baig, Lahore, Punjab, Pakistan","82","14","4","2","2","6",,"F6MP+JWG","28","Dairy Sweets & Bakery","31.4840585","74.2373148","Bakery",,"3.8"
"Orange Line, station Hanjarwal, Lahore, Punjab 54000, Pakistan","83","9","0","1","0","0","54000","Orange Line","10","Fresh and Fine Bakery & Super Store","31.4867958","74.2591939","Supermarket",,"4.6"
"F6JJ+56W, Gulshan Town, Lahore, Punjab, Pakistan","84","2","0","2","3","0",,"F6JJ+56W","7","Dhoodi Bakery","31.480484","74.230588","Bakery",,"3"
"Plot 99, Block 2 - Sector A2 Block 2 Sector A 2 Lahore, Punjab, Pakistan","85","2","0","0","0","0",,"Plot 99","2","Kashmir bakery","31.4523163","74.3137659","Bakery",,"5"
"Revenue Society, Hakim Chock, PIA Main Boulevard, Block A Revenue Employees Cooperative Housing Society, Lahore, Punjab 54000, Pakistan","86","4","0","0","0","0","54000","Revenue Society, Hakim Chock, PIA Main Boulevard","4","Cake City","31.4530809","74.2850411","Cake shop",,"5"
"Model Town Link Rd, G.E.C.H.S. Phase 2 Muhammadpura, Lahore, Punjab 54600, Pakistan","87","2","0","1","0","0",,"Model Town Link Rd","3","Bon Ton Bakery","31.4660697","74.3155362","Bakery",,"3.7"
"F839+HX9, Haider Rd, Township Block 4 Sector A 2 Lahore, Punjab, Pakistan","88",,,,,,,"F839+HX9, Haider Rd","0","Paradise Bakery","31.4539096","74.3199803","Bakery",,
"F895+GWW, Street 24, Block D Model Town, Lahore, Punjab 54770, Pakistan","89",,,,,,"54770","F895+GWW, Street 24","0","The Bakery House","31.4688617","74.3098207","Bakery",,
"Plot 237, Block E1 Block E 1 Phase 1 Johar Town, Lahore, Punjab, Pakistan","90",,,,,,,"Plot 237","0","Mishri Sweets & Bakery","31.4721873","74.2881845","Bakery",,
"379 Shahbaz Block, Abbas Block Mustafa Town, Lahore, Punjab, Pakistan","91","1","1","0","1","0",,"379 Shahbaz Block","3","Kashmir Bakery","31.4902452","74.2722023","Store",,"4"
"F6PP+GJM, Niazbeg Rd, Thoker Niaz Baig, Lahore, Punjab, Pakistan","94",,,,,,,"F6PP+GJM, Niazbeg Rd","0","Hussaini bakery","31.4863281","74.2365456","Bakery",,
"C7W5+HJC, Jan Muhammad Road, Al-Hamra Town Al Hamra Town, Lahore, Punjab, Pakistan","95","104","34","22","26","10",,"C7W5+HJC, Jan Muhammad Road","196","Al-Jannat Store - الجنت سٹور","31.4464295","74.25901","Grocery store",,"4"
"Ahmedpur, Circular Rd, Sangla Hill, Punjab, Pakistan","4",,,,,,,"Ahmedpur, Circular Rd","191","Gourmet Bakers & Sweets","31.7135625","73.3740625","Bakery",,"3.7"
"2G5P+VXW, Narowal - Muridke Rd, Kot Abdullah, Sheikhupura, Punjab, Pakistan","1",,,,,,,"2G5P+VXW, Narowal - Muridke Rd","0","Jutt sweets&Bakers","32.0097998","74.537512","Bakery",,
"Plot 98, Block B PCSIR Staff Colony, Lahore, Punjab 54000, Pakistan","2",,,,,,"54000","Plot 98","168","Cakes & Bakes","31.4319501","74.2887432","Bakery","$$","4.2"
"2G5Q+R3X Mosque, Narowal - Muridke Rd, Kot Abdullah, Sheikhupura, Punjab, Pakistan","2",,,,,,,"2G5Q+R3X Mosque, Narowal - Muridke Rd","0","بسم اللہ سویٹس اینڈ ڈیری فارم","32.0096058","74.5377488","Bakery",,
"C975+4W4, Lahore – Kasur Rd, Youhanabad, Lahore, Punjab 54600, Pakistan","5",,,,,,"54600","C975+4W4, Lahore – Kasur Rd","584","Gourmet Foods","31.4127679","74.359832","Bakery","$$","4"
"19 km Lahore – Kasur Rd, Khayaban-e-Kareem, Lahore, Punjab 54000, Pakistan","6",,,,,,"54000","19 km Lahore – Kasur Rd","1596","Malmo Bakers & Sweets","31.4173352","74.3591372","Bakery","$$","4.2"
"C9C5+RCG, Lahore – Kasur Rd, Bilal Block Nishter Colony, Lahore, Punjab, Pakistan","9",,,,,,,"C9C5+RCG, Lahore – Kasur Rd","221","Star sweets & Bakers","31.4220679","74.3585767","Bakery","$$","4.1"
"213, Township Block 1 Sector D1 Lahore, Punjab 54770, Pakistan","12",,,,,,"54770","213","626","Gourmet Foods - Umar Chowk Township","31.4423952","74.305518","Bakery","$$","4"
"76 Pak-Arab Housing Scheme Main Rd, Block B Pak-Arab Housing Scheme, Lahore, Punjab 54000, Pakistan","14",,,,,,"54000","76 Pak-Arab Housing Scheme Main Rd","504","Gourmet Foods","31.4316063","74.3483682","Bakery",,"4.1"
"Plot 378, Sector D2 Sector D 2 Block 5 Green Town, Lahore, Punjab, Pakistan","15",,,,,,,"Plot 378","39","Chocolate Bakery","31.4325135","74.3112614","Bakery",,"4.4"
"Chak 5 1 RA, Kiraniwala, Kasur, Punjab, Pakistan","1",,,,,,,"Chak 5 1 RA","1","Nazeer sweets imran foods","30.9564271","73.8551385","Bakery",,"5"
"Wapda Avenue, WAPDA Town Block D 3 Wapda Town Phase 1 Lahore, Punjab, Pakistan","21","1246","419","52","96","19",,"Wapda Avenue","1832","Layers Bakeshop - Wapda Town","31.4407344","74.2743461","Dessert shop","$$","4.5"
"Plot #112, Block D2 Block D 2 Wapda Town Phase 1 Wapda Town, Lahore, Punjab 54770, Pakistan","24","20","6","5","1","0","54770","Plot #112","32","Cake Mystery Bakeshop - Wapda Town Branch","31.4400243","74.2741138","Bakery",,"4.1"
"C7RF+2MG, Roundabout, Block D2 Block D 2 Wapda Town Phase 1 Lahore, Punjab, Pakistan","34","898","533","88","186","56",,"C7RF+2MG, Roundabout","1761","Jalal Sons - Wapda Town","31.4400573","74.2741884","Bakery","$$","4.2"
"377 Sunday Bazar Rd, Sector D2 Sector D 2 Block 4 Green Town, Lahore, Punjab, Pakistan","35","50","10","1","17","3",,"377 Sunday Bazar Rd","81","Kashmir Bakerrs & sweets","31.4364321","74.3106929","Bakery",,"4.3"
"C936+35C, Dhoke Syedian Rd, Asif Town, Lahore, Rawalpindi, Punjab, Pakistan","37","1","0","1","0","0",,"C936+35C, Dhoke Syedian Rd","2","Simavi Bakers & Sweets","31.4026913","74.3603962","Bakery",,"3"
"Plot 14, Block, 1 College Road, Sector C2 Block 1 Twp Sector C 2 Lahore, Punjab 54770, Pakistan","38","567","195","40","57","9",,"Plot 14, Block, 1 College Road","868","Jawa Foods","31.4376439","74.2916126","Bakery",,"4.4"
"107-E, Block D PCSIR Staff Colony, Lahore, Punjab 54770, Pakistan","39","11","4","0","2","0","54770","107-E","17","The Bakery Tower","31.4287924","74.2816882","Bakery",,"4.5"
"C8M2+93W, Bagrian Rd, Township Block 6 Twp Sector C 2 Lahore, Punjab 54770, Pakistan","40",,,,,,"54770","C8M2+93W, Bagrian Rd","0","Hafiz Sweets","31.433491","74.3001921","Bakery",,
"Rahat Bakers, Nespak, adjacent to Evercare hospital, WAPDA Town Block D 1 Nespak Housing Scheme, Lahore, Punjab 54000, Pakistan","41","11","5","8","3","0","54000","Rahat Bakers, Nespak, adjacent to Evercare hospital","27","Rahat Premium","31.4372031","74.2797956","Bakery",,"3.4"
"H8C9+C97، Gawal Mandi Chowk, Chamberlain Rd, Anarkali Bazaar Lahore, Punjab 54000, Pakistan","17",,,,,,"54000","H8C9+C97، Gawal Mandi Chowk, Chamberlain Rd","66","Punjab Bakery","31.5710487","74.3184278","Bakery",,"4.2"
"H9M9+7JQ، Haq Nawaz Road 54000، Baghbanpura, Haq Nawaz Rd, Baghbanpura, Lahore, Punjab 54000, Pakistan","19",,,,,,"54000","H9M9+7JQ، Haq Nawaz Road 54000، Baghbanpura, Haq Nawaz Rd","420","Rafiq Sweets and Bakers (Headquarter)","31.5827452","74.3708975","Bakery",,"4.3"
"Sui Gas Chowk, Lajpat Rd, Chattha Park Shahdara Town, Shahdara, Lahore, Punjab 54000, Pakistan","22","123","26","16","24","15","54000","Sui Gas Chowk, Lajpat Rd","204","Habib Sweets And Bakers","31.6272831","74.2764545","Bakery","$$","4.1"
"Palza Number R222 -Block ""R, MotorWay, City, Lahore, Sheikhupura, Punjab, Pakistan","23","12","0","0","2","0",,"Palza Number R222 -Block ""R, MotorWay","14","YUMS Sweets and Bakers","31.6410516","74.2172007","Bakery",,"4.7"
"J7MP+FPC, Kashmir Park Rd, Shahdara Town, Lahore, Punjab, Pakistan","24","11","3","0","1","0",,"J7MP+FPC, Kashmir Park Rd","15","Nemat Sherien Sweets & Bakers","31.6336959","74.2867633","Bakery",,"4.7"
"J7JP+6WG, GT Rd, Shahdara, Shahdara Town, Lahore, Punjab 54950, Pakistan","25","10","5","4","10","0","54950","J7JP+6WG, GT Rd, Shahdara","29","Dory Bakers & Sweets","31.6305605","74.2873414","Bakery",,"3.6"
"feroz wala Branch, Peoples Colony, Lahore, Punjab, Pakistan M72M+85R Ferozewala, Main GT Rd, Peoples Colony, Lahore, Punjab, Pakistan","26","2","1","0","0","0",,"feroz wala Branch, Peoples Colony, Lahore, Punjab, Pakistan M72M+85R Ferozewala, Main GT Rd","3","Saddique Sweets And Bakers FEROZWALA BRANCH","31.6511244","74.2830341","Bakery",,"4.7"
"7553+4G Glamour Adda, Manga - Raiwind Road, Raiwind, Kasur, Punjab, Pakistan","1",,,,,,,"7553+4G Glamour Adda, Manga - Raiwind Road","36","JAWA SWEETS & BAKERS","31.2589136","74.1594348","Bakery",,"4.2"
"M74J+5Q7, Main Bazar Rachna Town, Rachna Town Ferozewala, Lahore, Punjab, Pakistan","27","2","0","0","0","0",,"M74J+5Q7, Main Bazar Rachna Town","2","Rana Ayaz whole sale bread 🍞 distributior","31.6554137","74.2819129","Bakery",,"5"
"J7FW+946, Basharat Rasul Shaheed Rd, Qazi Park Shahdara Town, Lahore, Punjab, Pakistan","28","43","9","5","10","5",,"J7FW+946, Basharat Rasul Shaheed Rd","72","Irfan Nirala Sweets Bakers","31.6234142","74.2952527","Bakery",,"4.1"
"762C+WQC, Raiwind Rd, Railway Colony Raiwind, Lahore, Punjab, Pakistan","9",,,,,,,"762C+WQC, Raiwind Rd","378","Gourmet Foods - Raiwind City","31.2523104","74.2218914","Bakery","$$","4.1"
"chock ghory shah, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","29","16","5","1","6","3",,"chock ghory shah","31","Sabir Sweets And Bakers","31.6279528","74.3043469","Bakery",,"4"
"1 Raiwind Rd, Raiwind, Kasur, Punjab 55150, Pakistan","11",,,,,,"55150","1 Raiwind Rd","700","Jawa Sweets & Bakers","31.2529317","74.2225013","Bakery","$$","4.2"
"Plot#C-01, D Block Block D Valencia, Lahore, Punjab 54000, Pakistan","19",,,,,,"54000","Plot#C-01","2086","Jalal Sons - Valencia","31.4087896","74.2592979","Bakery","$$","4.3"
"Gol Masjid Chowk, near Umer e farooq, Imamia Colony Shahdara, Lahore, Punjab 54950, Pakistan","30","7","1","0","5","1","54950","Gol Masjid Chowk, near Umer e farooq","14","Brotli Sweets and Bakers","31.6520224","74.2704302","Bakery",,"4"
"Kala Khatai Road, 9 Railway Rd, Jameel Park, Shahdara, Lahore, Punjab 54950, Pakistan","31","56","8","7","5","4","54950","Kala Khatai Road, 9 Railway Rd","80","Baba.Jagga Sweets","31.6446036","74.2884408","Bakery",,"4.3"
"Daulot Khan Rd, Shahdara Town, Shahdara, Lahore, Punjab 54950, Pakistan","32","75","27","9","15","7","54950","Daulot Khan Rd","133","Plaza Sweets & Bakers","31.6286128","74.2867304","Bakery",,"4.1"
"M76F+M6C, Rachna Town Ferozewala, Sheikhupura, Punjab, Pakistan","33","1","0","0","0","0",,"M76F+M6C","1","Bakery rachna town street number 25 shahdra Lahore","31.6616875","74.2730156","Bakery",,"5"
"Sharqpur bazar diamond sweet and baker,s Kot abdull mallik, Lahore, 39250, Pakistan","34","1","0","0","0","0","39250","Sharqpur bazar diamond sweet and baker,s Kot abdull mallik","1","Diamond sweet and bakers","31.619332","74.238475","Bakery",,"5"
"M75H+F9G, Rachna Town Ferozewala, Lahore, Punjab, Pakistan","35","8","0","1","2","1",,"M75H+F9G","12","Sharif Bakers & Sweets شریف بیکر اینڈ سویٹس","31.658684","74.2784912","Bakery",,"4.1"
"Lahore, Sargodha Road, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan","36","197","70","24","67","15",,"Lahore, Sargodha Road","373","Gourmet sweet & bakers","31.6248472","74.2319179","Bakery","$$","4.1"
"J6FP+6R7 Chappar Stop, Lahore - Sheikhupura - Faisalabad Rd, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan","37","7","1","0","0","0",,"J6FP+6R7 Chappar Stop, Lahore - Sheikhupura - Faisalabad Rd","8","Smile Sweets & Bakers","31.6230344","74.2370527","Bakery",,"4.9"
"M73J+HWQ, GT Rd, Peoples Colony Phase 3 Tayyaba Town, Ferozewala, Lahore, Punjab, Pakistan","38","39","18","3","11","3",,"M73J+HWQ, GT Rd","74","Butt Sweets & Bakers Premium and butt karahi","31.6538532","74.282507","Bakery",,"4.2"
,"20",,,,,,,,"1","heaven sweet","31.5266195","74.342955","Cake shop",,"5"
"N-5, Rachna Town Shahdara, Lahore, Punjab, Pakistan","39","80","28","11","26","4",,"N-5","149","Dory Restaurant","31.6556103","74.2820617","Bakery",,"4.1"
"GT Rd, Shahdara Town, Shahdara, Lahore, Punjab 54950, Pakistan","40","19","7","6","5","2","54950","GT Rd","39","Alam Bakers & Sweet's","31.6223125","74.2890625","Bakery",,"3.8"
"95GP+X5C، Sector C, Talwar Chowk, Bahria Town, Overseas Enclave Sector B Bahria Town, Lahore, Punjab 53720, Pakistan","5",,,,,,"53720","95GP+X5C، Sector C, Talwar Chowk, Bahria Town","620","Gourmet Foods","31.3774271","74.1853939","Bakery","$$","3.8"
"Sector C, Side B Tulip, adjacent to J, Commercial Bahria Town, Lahore, Pakistan","7",,,,,,,"Sector C, Side B Tulip, adjacent to J","21","Divine Bakers Bahria Town","31.3715675","74.1870874","Bakery",,"4.2"
"95FH+J2G, Bb Block Sector D Bahria Town, Lahore, Punjab, Pakistan","8",,,,,,,"95FH+J2G","2","Malik's Bakers&Easypesashop","31.3740628","74.1775801","Bakery",,"5"
"Shop F-321, Chauhatta، Mufti Bakar Chowk, Mohalla Ghonghat Chota Mufti Baqar Walled City of Lahore, Lahore, Punjab 54000, Pakistan","1",,,,,,"54000","Shop F-321, Chauhatta، Mufti Bakar Chowk","3462","Khalifa Bakers","31.5815113","74.3230187","Bakery",,"4.7"
"Nishat Chunian Textile, 4km Manga - Raiwind Road, Raiwind, Kasur, Punjab 52000, Pakistan","22",,,,,,"52000","Nishat Chunian Textile, 4km Manga - Raiwind Road","0","Hot Pan Cakes","31.2559078","74.1728971","Shoe store",,
"132-B, Jasmine Block, Commercial Area Sector C Bahria Town, Lahore, Punjab 54000, Pakistan","9",,,,,,"54000","132-B, Jasmine Block","212","Tanoor","31.3743825","74.1867742","Bakery",,"4.4"
"Shop No, 5 Circular Rd, Ram Gali Mochi Gate Walled City of Lahore, Lahore, Punjab 54000, Pakistan","2",,,,,,"54000","Shop No, 5 Circular Rd","2363","Khalifa Bakers Mochi Gate","31.5767792","74.3242806","Bakery",,"4.8"
"Sector D Street 4, Aa Block Sector D Bahria Town, Lahore, Punjab 54000, Pakistan","10",,,,,,"54000","Sector D Street 4","4","Ruoka Bakery","31.3731114","74.172438","Bakery",,"5"
"86PP+XJX, Raiwind Rd, Kot Araian, Lahore, Punjab, Pakistan","12",,,,,,,"86PP+XJX, Raiwind Rd","0","Fakhri Lahore bakery Araiyan raiwind road Lahore","31.3375197","74.2366566","Bakery",,
"Adda, Plot Roundabout Raiwind Rd, Block K Fazaia Housing Society, Lahore, Punjab, Pakistan","13",,,,,,,"Adda, Plot Roundabout Raiwind Rd","47","Cakes & Bakes","31.3634532","74.234351","Bakery","$$","4"
"Plot 103, Executive Lodges Sector B Bahria Town, Lahore, Punjab, Pakistan","14",,,,,,,"Plot 103","43","Kitchen Cuisine - Bahria Town","31.3850564","74.1688873","Bakery",,"4"
"H8XR+MCH, Triple Rd, Shad Bagh, Lahore, Punjab, Pakistan","6",,,,,,,"H8XR+MCH, Triple Rd","545","Bundu Khan Sweets & Bakers - Shad Bagh","31.5991907","74.3411162","Bakery",,"4.4"
"fast cata, New Rahat Bakery add polt, main Raiwind Rd, Pakistan","15",,,,,,,"fast cata, New Rahat Bakery add polt, main Raiwind Rd","249","New Rahat Bakers & Sweets","31.3582862","74.2354641","Bakery",,"4"
"Wyeth Housing Society Road, opposite A.M international, Lahore, Punjab 54000, Pakistan","16",,,,,,"54000","Wyeth Housing Society Road, opposite A.M international","50","Honey Munch","31.3845454","74.2338358","Bakery",,"4"
"Shop No. 1, Nisar Khan Plastic Center, opposite Police Station, Mochi Gate Walled City of Lahore, Lahore, Punjab 54000, Pakistan","10",,,,,,"54000","Shop No. 1, Nisar Khan Plastic Center, opposite Police Station","3005","Khalifa Bakers Nankhatai Home Delivery","31.57668","74.321604","Bakery","$$","4.6"
"HCP4+Q5F, Grand Trunk Rd, Zaitoon Colony, Lahore, Punjab 54000, Pakistan","11",,,,,,"54000","HCP4+Q5F, Grand Trunk Rd","541","Gourmet Foods گورمے فوڈز","31.5869268","74.4054329","Bakery",,"4.1"
"24 Shalimar Link Road Sahowari, stop Ramgarh, Lahore, Punjab 54000, Pakistan","14",,,,,,"54000","24 Shalimar Link Road Sahowari","62","Laraib Bakers & Sweets","31.5732197","74.3812127","Bakery",,"4.3"
"Shalimar Link Road, Muslim Colony, Lahore, Punjab 54000, Pakistan","17",,,,,,"54000","Shalimar Link Road","683","Cakes & Bakes","31.5787681","74.3814537","Bakery","$$","4.2"
"168-A Side Commercial Sector C, Gul Mohar Block, Bahria Town, Lahore, Pakistan","18",,,,,,,"168-A Side Commercial Sector C, Gul Mohar Block","224","OD - Bahria Town Lahore","31.3758047","74.1850742","Donut shop",,"4.2"
"959Q+G2V, Street 2, Tulip Extension Tulip Block Sector C Bahria Town, Lahore, Punjab, Pakistan","19",,,,,,,"959Q+G2V, Street 2","1","Bahria fries","31.368864","74.1875601","Bakery",,"5"
"95M5+X66, Maraka Village, Lahore, Punjab, Pakistan","20",,,,,,,"95M5+X66","6","Family Mart and Baker's","31.384925","74.1580159","Bakery",,"4.3"
"R724+684, Karkhana Bazar, Mohalla Ahmad Pura Mohalla Ahmedpura, Muridke, Sheikhupura, Punjab, Pakistan","13",,,,,,,"R724+684, Karkhana Bazar","3","Zain Bakery","31.8005132","74.255837","Bakery",,"3"
"R7Q6+HQ8 Distt Sheikhupura, villege Nangal Sadhan, Muridke, Sheikhupura, Punjab 39350, Pakistan","14",,,,,,"39350","R7Q6+HQ8 Distt Sheikhupura, villege Nangal Sadhan","0","cake home","31.838921","74.2619489","Bakery",,
"AL-HAMD milk center, Noor colony, Wandala Rd, opposite to unique school system, near darbar behkay shah, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","41","1","0","0","0","0",,"AL-HAMD milk center, Noor colony, Wandala Rd, opposite to unique school system, near darbar behkay shah","1","Usama Sweets and Bakers","31.6349031","74.2747832","Bakery",,"5"
"Main Bazar, Shahdara Town, Shahdara, Lahore, Punjab 54000, Pakistan","42","1","0","0","0","0","54000","Main Bazar","1","Sabir Sweets & Bakers","31.6211012","74.2824092","Bakery",,"5"
"Mehmood Colony Ferozewala, Lahore, Punjab, Pakistan","43","2","1","0","0","0",,,"3","Al Mukhtar Sweets and cosmetics","31.6426162","74.2787454","Bakery",,"4.7"
"J8G3+8C2، Shahdra Town Road, Shahdara Town, Lahore, Punjab, Pakistan","44","10","2","3","3","1",,"J8G3+8C2، Shahdra Town Road","19","Butt Sweets and Bakers shahdara town branch","31.6257721","74.3035145","Bakery",,"3.8"
"mall Kot, Service Rd, Shahab Din Road, Shahdara, Pakistan","45","1","2","0","0","0",,"mall Kot, Service Rd, Shahab Din Road","3","Butt Sweets & Bakers","31.6242001","74.2886687","Bakery",,"4.3"
"J7FX+JCM, Basharat Rasul Shaheed Rd, Qazi Park Daroga wala, Lahore, Punjab, Pakistan","46","123","67","38","50","14",,"J7FX+JCM, Basharat Rasul Shaheed Rd","292","Gourmet Foods","31.6240809","74.2985377","Bakery","$$","3.8"
"Bank, Lahore - Sheikhupura - Faisalabad Rd, near MCB, Kot Abdul Malik, Lahore, Sheikhupura, Punjab 52250, Pakistan","47","1","0","0","0","0","52250","Bank, Lahore - Sheikhupura - Faisalabad Rd, near MCB","1","Bilal Bakers & Sweets","31.6228011","74.2380488","Bakery",,"5"
"J7GW+C3R, Qazi Park Shahdara Town, Lahore, Punjab, Pakistan","48","2","0","0","0","0",,"J7GW+C3R","2","اصغرعلي نان والا","31.6261084","74.2951483","Bakery",,"5"
"J7HH+2MC, Lajpat Rd, Chattha Park Shahdara Town, Shahdara, Lahore, Punjab 54000, Pakistan","49","5","1","0","2","1","54000","J7HH+2MC, Lajpat Rd","9","VIP Bakery and Store","31.6275505","74.2791384","Bakery",,"4.1"
"J7RH+JG2, Mehmood Colony Barkat Town, Ferozewala, Lahore, Punjab, Pakistan","50","1","0","0","0","0",,"J7RH+JG2","1","Faiq sweets and baker's","31.641522","74.2787753","Bakery",,"5"
"J7F4+6GX, Pind Nizampura Dhaka, Lahore, Sheikhupura, Punjab, Pakistan","51","1","0","0","0","0",,"J7F4+6GX","1","Baba naan shop","31.6231069","74.2563612","Bakery",,"5"
"1 Larechs Colony Road, Larex Colony Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","52","4","0","0","0","0",,"1 Larechs Colony Road","4","BHOLA DAIRY SHOP","31.6271009","74.289718","Bakery",,"5"
"Lake City Mall, Lake City, Lahore, Pakistan","36","277","136","30","59","23",,"Lake City Mall","525","The Sweet Factory - Lake City","31.3541532","74.2520654","Ice cream shop",,"4.2"
