"categoryName","location/lat","location/lng","totalScore","address","postalCode","title","reviewsCount","reviewsDistribution","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price"
"Hospital","31.7221218","73.7341347","5","PPCM+RMR, Keerianwali, Nankana Sahib, Punjab, Pakistan",,"Dr. Mian Muhammad Mansha House","3",,"3","0","0","0","0","PPCM+RMR",
"Hospital","31.6888017","73.7338234","4.4","Government Girls School Jatri, Jatri Kuhna, Nankana Sahib, Punjab, Pakistan",,"Hospital Jatri Kohna","7",,"6","0","1","0","0","Government Girls School Jatri",
"Restaurant","31.7650176","73.4305581","1","QC8J+263, Hospital Road, Aliabad, Nankana Sahib, Punjab, Pakistan",,"D.6 Fast Foods","1",,"0","0","1","0","0","QC8J+263, Hospital Road",
"Hospital","30.8558464","74.1096639",,"V445+8VM, Atari Wirk, Kasur, Punjab, Pakistan",,"دیہی ھسپتال","0",,,,,,,"V445+8VM",
"Hospital","31.7260919","74.4150265",,"PCG8+C2J, Kala Khatie Narang Mandi Rd, Sheikhupura, Punjab, Pakistan",,"EPI Center BHU Babakwal","0",,,,,,,"PCG8+C2J, Kala Khatie Narang Mandi Rd",
"Hospital","30.9723347","73.8323474",,"XRCJ+WWQ چک7, ڈھولن, تحصیل, پتوکی, Pakistan",,"وٹرنیری ڈسپنسری","0",,,,,,,"XRCJ+WWQ چک7, ڈھولن, تحصیل",
"Hospital","30.9348234","73.8254889",,"WRMG+W5H, Hussain Khan Wala, Kasur, Punjab, Pakistan",,"Basic Health Unit","0",,,,,,,"WRMG+W5H",
"Hospital","30.9737505","73.8125494","3","XRF7+G23, Unnamed Road, Daokey, Kasur, Punjab, Pakistan",,"Daokey basic health unit","1",,"0","0","0","1","0","XRF7+G23, Unnamed Road",
"Hospital","30.9731187","73.8125829","5","XRF7+62W, Daokey, Kasur, Punjab, Pakistan",,"Health Center ( Government Hospital Daokia)","1",,"1","0","0","0","0","XRF7+62W",
"Medical clinic","30.8447385","74.1768412",,"R5VG+VPW, Kanganpur, Kasur, Punjab, Pakistan",,"Liaqat clinical hospital","0",,,,,,,"R5VG+VPW",
"Veterinary care","31.7482067","73.4346972","5","PCXM+7VP, Lalanwala Momin Rd, Longowal Chak 28 RB, Nankana Sahib, Punjab, Pakistan",,"Veterinary Hospital Logowal","3",,"3","0","0","0","0","PCXM+7VP, Lalanwala Momin Rd",
"Hospital","31.7781625","73.434549","3","QCHM+7R7, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Govt Rural Health Center Marh Balochan","1",,"0","0","0","1","0","QCHM+7R7",
"Medical clinic","31.3067196","74.0504923",,"8342+M5Q, Hospital Road, Manga Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"Darul Ahsan Medical & General Store","0",,,,,,,"8342+M5Q, Hospital Road",
"Bakery","31.2996826","74.0685193","2.6","73X9+VCJ, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Broadway Pizza & Burger","5",,"2","0","3","0","0","73X9+VCJ, Hospital Rd",
"Optical products manufacturer","31.2831477","74.0579929",,"Fawad optics, Main Multan Rd, opposite LRBT Hospital, Thoker Niaz Baig, Lahore, Kasur, Punjab 54000, Pakistan","54000","Fawad Optics","0",,,,,,,"Fawad optics, Main Multan Rd, opposite LRBT Hospital",
"Marketing agency","31.2995859","74.0692571",,"73X9+RPJ, Hospital Rd, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Social Hint Guru","0",,,,,,,"73X9+RPJ, Hospital Rd",
"Travel agency","31.2831477","74.0579929","5","Office#6, Abid Market, opp. Mansoorah Hospital, near Multan chungi, Lahore, Punjab 54000, Pakistan","54000","SKY & AND SEA TRAVEL AND TOURS","1",,"1","0","0","0","0","Office#6, Abid Market, opp. Mansoorah Hospital, near Multan chungi",
"Ice cream shop","31.3006556","74.0649786",,"800 meter Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Al sikandar food","0",,,,,,,"800 meter Hospital Rd",
"Photography studio","31.2996185","74.069031","5","73X9+RJR, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Muslim Photo Studio","3",,"3","0","0","0","0","73X9+RJR, Hospital Rd",
"Education center","31.3016711","74.0631468",,"Dubai garden, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"The Stars Academy","0",,,,,,,"Dubai garden, Hospital Rd",
"Milk delivery service","31.3006673","74.0656126",,"8328+773, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Sardar Usman Milk Shop","0",,,,,,,"8328+773, Hospital Rd",
"Housing complex","31.3014507","74.0657339",,"8328+H78, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Project engineering and managment service hostel","0",,,,,,,"8328+H78, Hospital Rd",
"Building materials store","31.3051875","74.0534375",,"Hospital road, near little harwerd school, Manga Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"Panjab bilding material store","0",,,,,,,"Hospital road, near little harwerd school",
"Government office","31.2999334","74.0663945",,"Rural Hospital, Inside RHC Civil hospital, Multan Rd, Manga Mandi, Lahore, Punjab 54000, Pakistan","54000","Family Welfare Center (FWC) Manga Mandi","0",,,,,,,"Rural Hospital, Inside RHC Civil hospital, Multan Rd",
"Shoe store","31.3006556","74.0649786",,"8327+7X9, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Fancy Shoes","0",,,,,,,"8327+7X9, Hospital Rd",
"Wholesale grocer","31.3007122","74.0646613",,"8327+7VM, Hospital Rd, Sabzi Mandi Manga Mandi, Lahore, Punjab, Pakistan",,"Chaudhry Naeem Traders","0",,,,,,,"8327+7VM, Hospital Rd",
"School","31.3034701","74.0561005","5","Hospital road, Manga Mandi, Lahore Manga, 55270, Pakistan","55270","Al-Hadi Foundation School","10",,"10","0","0","0","0","Hospital road, Manga Mandi, Lahore Manga",
"Store","31.3006556","74.0649786",,"Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Gillani Mart","0",,,,,,,"Hospital Rd",
"Footwear wholesaler","31.2997142","74.0694679","5","73X9+VQP, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Akram Bhati Store","1",,"1","0","0","0","0","73X9+VQP, Hospital Rd",
"Mechanic","31.3012943","74.0631757",,"8327+G77, Adil Town, Manga, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Allah Tawakl Auto spare parts","0",,,,,,,"8327+G77, Adil Town, Manga, Hospital Rd",
"Beverage distributor","31.3010958","74.0638783","3.3","Manga Mandi, Hospital Rd, Manga Mandi, Lahore, 55270, Pakistan","55270","AbdullahTraders","3",,"1","1","1","0","0","Manga Mandi, Hospital Rd",
"Transportation service","31.3024124","74.0777863","3","30 Km Multan Rd, near Fatima Hospital, Manga Mandi, Sundar, Lahore, Punjab 53801, Pakistan","53801","Muneer Goods Transport Company","2",,"0","0","0","2","0","30 Km Multan Rd, near Fatima Hospital",
"Corporate office","31.3013457","74.0654955","4.8","8328+G5Q, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"EPI STORE MNAGA MUNDI","6",,"5","1","0","0","0","8328+G5Q, Hospital Rd",
"Office space rental agency","31.2831477","74.0579929","5","107 Main Multan Rd, near Hussain Memorial Hospital, Lahore, Kasur, Punjab 54000, Pakistan","54000","Bashir Complex","3",,"3","0","0","0","0","107 Main Multan Rd, near Hussain Memorial Hospital",
"Wholesaler","31.3008418","74.0641947",,"Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Abdul Rahman sweet store","0",,,,,,,"Hospital Rd",
"Housing society","31.3024226","74.0577381","4.8","8325+X39, Manga, Hospital Rd, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Shah Din Town","13",,"12","0","0","1","0","8325+X39, Manga, Hospital Rd",
"Beauty salon","31.3000414","74.067335",,"8328+2W8, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Smart Cut Saloon","0",,,,,,,"8328+2W8, Hospital Rd",
"Bakery","31.2998582","74.0681116","5","Hospital road Manga Mandi Manga, Mandi, Lahore, 55270, Pakistan","55270","Molvi Yousaf Milk Shop","2",,"2","0","0","0","0","Hospital road Manga Mandi Manga",
"Pharmacy","31.299782","74.0684081",,"73X9+W97, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Karmanwala Medical Store","0",,,,,,,"73X9+W97, Hospital Rd",
"Visa consulting service","31.283148","74.057993","4.9","Opposite Mansoorah Hospital near Shell Petrol Pump Multan, Road, Lahore, 54790, Pakistan","54790","Travel Agency","24",,"22","2","0","0","0","Opposite Mansoorah Hospital near Shell Petrol Pump Multan, Road",
"Association / Organization","31.3004458","74.065297","5","Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Mian Estate Advisor","3",,"3","0","0","0","0","Hospital Rd",
"Gift basket store","31.3006556","74.0649786",,"hospital road ,adil town manga mandi ,LAHORE Hospital road ,adil town manga mandi, MANGA MANDI, Lahore, 55270, Pakistan","55270","urban look","0",,,,,,,"hospital road ,adil town manga mandi ,LAHORE Hospital road ,adil town manga mandi",
"Medical supply store","31.3006556","74.0649786",,"8327+7X9, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"New Subhan Medical Store","0",,,,,,,"8327+7X9, Hospital Rd",
"Shopping mall","31.2997462","74.0685254",,"73X9+VCR, Hospital Rd, near PSO Petrol Pump, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Usama Cash & Carry","0",,,,,,,"73X9+VCR, Hospital Rd, near PSO Petrol Pump",
"Medical clinic","31.2988295","74.0661988","5","Al Khalid Town, Al Habib Road, House#50, Manga Mandi, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Dr Rai Abid Ali Bhatti","1",,"1","0","0","0","0","Al Khalid Town, Al Habib Road, House#50, Manga Mandi",
"Pharmacy","31.3000938","74.0679124","4","8329+25M, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Zafar Iqbal Medical and General Store","1",,"0","1","0","0","0","8329+25M, Hospital Rd",
"Clothing store","31.2998134","74.0690051","4.8","Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Adeel Garments","6",,"5","1","0","0","0","Hospital Rd",
"Store","31.3008158","74.0642406","5","Rural Hospital, Sabzi mandi, Manga Mandi, Lahore, Punjab, Pakistan",,"Naqshbandi Traders","1",,"1","0","0","0","0","Rural Hospital, Sabzi mandi",
"Stationery store","31.3031562","74.0565768","5","Hospital road , manga lahore ( near bambi stop Qilla chotty tarray, Lahore, 55270, Pakistan","55270","Mehar. Building material and sanitary store","1",,"1","0","0","0","0","Hospital road , manga lahore ( near bambi stop Qilla chotty tarray",
"Grocery store","31.2997827","74.0690772","5","73X9+WJ8, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Almadina Boota Karyana Store","3",,"3","0","0","0","0","73X9+WJ8, Hospital Rd",
"Medical Center","31.2831477","74.0579929",,"Gohar Shopping Center, Moon Market, Multan Rd, near Ensari Cloth House Opposite: Salah-u-din Orange line Station Scheme Morr, Allama Iqbal Town, Lahore, Kasur, Punjab 54700, Pakistan","54700","Gamca Office","0",,,,,,,"Gohar Shopping Center, Moon Market, Multan Rd, near Ensari Cloth House Opposite: Salah-u-din Orange line Station Scheme Morr",
"Pharmacy","31.3004506","74.066468",,"Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Symmar Pharmacy","0",,,,,,,"Hospital Rd",
"Family practice physician","31.2997544","74.0685432",,"73X9+VCJ, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Tahir Medical Hospital","0",,,,,,,"73X9+VCJ, Hospital Rd",
"Government office","31.3072617","74.0757891","4","40th KM near Passco godown & Police station at Manga-Mandi, Lahore،, NH 5, Manga Mandi, Lahore, Punjab, Pakistan",,"Animal Sanctuary hospital manga mandi Lahore","2",,"1","0","0","1","0","40th KM near Passco godown & Police station at Manga-Mandi, Lahore،, NH 5",
"Psychiatric hospital","31.3024124","74.0777863",,"House no 118، green building, Multan Rd, New Chauburji Park, Lahore, Punjab 54000, Pakistan","54000","Inspire Neuro","0",,,,,,,"House no 118، green building, Multan Rd",
"Medical Center","31.3007333","74.0658004","4.2","8328+78V, Manga Mandi, Lahore, Punjab, Pakistan",,"Adil Nazir Medical Store","5",,"2","2","0","1","0","8328+78V",
"Medical Center","31.3044173","74.0735135",,"833F+QC6, Lahore Rd, Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"Alshifa Clinic","0",,,,,,,"833F+QC6, Lahore Rd",
"Hospital","31.2998588","74.067947",,"73X9+W5W, Union concil Rd, Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"Gillani medical and surgical care centre","0",,,,,,,"73X9+W5W, Union concil Rd",
"Pharmacy","31.300183","74.067486","4.3","Hospital Rd, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Jahangir Pharmacy Plus","3",,"2","0","0","1","0","Hospital Rd",
"Hospital","31.3006556","74.0649786",,"8327+7X9, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Azam Calinic","0",,,,,,,"8327+7X9, Hospital Rd",
"Hospital","31.2769057","74.0494114","5","72GX+QQ7، Kot Asadullah Khan,, Kulan Wala, Kalalan Wala, Kasur, Punjab, Pakistan",,"Rural Dispensary","1",,"1","0","0","0","0","72GX+QQ7، Kot Asadullah Khan,",
"Hospital","31.3116839","74.0458215",,"826W+M8G, Lahore, Punjab, Pakistan",,"Baitul Afia Trust Dispensary","0",,,,,,,"826W+M8G",
"Shopping mall","31.300657","74.0649772","5","Rural Hospital, Unnamed Road, Manga, Lahore, Punjab, Pakistan",,"Malik Mangga General Store","3",,"3","0","0","0","0","Rural Hospital, Unnamed Road",
"Medical Center","31.295813","74.0738395",,"Manga Mandi, Lahore, Punjab, Pakistan",,"Community Clinic","0",,,,,,,,
"Hospital","31.3006316","74.0656703","3","8328+773, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"AL Hussain Dawakhana","1",,"0","0","0","1","0","8328+773, Hospital Rd",
"Doctor","31.3006556","74.0649786","5","73X9+R42 Mohallah Tariq Abad Near Hospital Road Manga Mandi Lahore Manga, 55270, Pakistan","55270","Al-Naqeeb H clinic","1",,"1","0","0","0","0","73X9+R42 Mohallah Tariq Abad Near Hospital Road Manga Mandi Lahore Manga",
"Housing society","31.3016099","74.0630909","4.2","8327+J6W, Adil Town, Manga, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Hospital Road Dabui Garden Manga mandi Lahore","6",,"3","1","0","2","0","8327+J6W, Adil Town, Manga, Hospital Rd",
"Medical Center","31.2831477","74.0579929","5","Street No. 5, Haider Park, Duban Pura, Multan Rd, Lahore, Punjab 54000, Pakistan","54000","Al-Shifa Clinic","1",,"1","0","0","0","0","Street No. 5, Haider Park, Duban Pura, Multan Rd",
"Laboratory","31.3001859","74.0676584","5","Hospital Rd, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Arif Laboratory & Digital X-Ray Center","26",,"25","1","0","0","0","Hospital Rd",
"Hospital","31.2985283","74.0691267","5","Lahore Rd, Manga Mandi, Manga, Lahore, Punjab, Pakistan",,"Zafar Verternary Store","1",,"1","0","0","0","0","Lahore Rd",
"Medical Center","31.2831477","74.0579929",,"Multan Rd, near Shaheen cng, Kasur, Punjab, Pakistan",,"Fatima Medical Center","0",,,,,,,"Multan Rd, near Shaheen cng",
"Hospital","31.2998696","74.0679106","5","73X9+W5V، Manga Mandi, Lahore, Manga Mandi, Lahore, Punjab, Pakistan",,"Saira Hospital","2",,"2","0","0","0","0","73X9+W5V، Manga Mandi, Lahore",
"Shopping mall","31.2999538","74.0684187","3.8","73X9+X9M، Hospital Road, Manga Mandi, Manga - Raiwind Road, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Owais Super Store","37",,"19","3","4","7","4","73X9+X9M، Hospital Road, Manga Mandi, Manga - Raiwind Road",
"Shopping mall","31.2999583","74.0684113","4","73X9+X9M, Manga, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Mazhar Crockery House","20",,"11","2","1","4","2","73X9+X9M, Manga, Hospital Rd",
"Children's hospital","31.3003699","74.0667521",,"Shop no 1, 8328+5M7 adil town, opposite rural health center, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","National Children Hospital & Maternity Home","0",,,,,,,"Shop no 1, 8328+5M7 adil town, opposite rural health center",
"Hospital","31.2997885","74.0677482","1","73X9+W39، Hospital Road, Manga Mandi, Lahore, Punjab, Pakistan",,"Al Shifa Medical Centre","1",,"0","0","1","0","0","73X9+W39، Hospital Road",
"Bottle & can redemption center","31.3009255","74.0646264","4.8","8327+9VC, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Rc Cola","4",,"3","1","0","0","0","8327+9VC, Hospital Rd",
"Medical laboratory","31.3001968","74.0677623","5","8329+34C, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"O2 Laboratory","2",,"2","0","0","0","0","8329+34C, Hospital Rd",
"Pharmacy","31.2997102","74.0685162","4.6","73X9+VCJ, manga mandi, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Usama Medical Store","10",,"7","2","0","1","0","73X9+VCJ, manga mandi, Hospital Rd",
"Medical Center","31.3066917","74.0501107",,"Qilla samkha, Manga Manga Mandi, Lahore, Punjab 00000, Pakistan","00000","Fareedi duakhana","0",,,,,,,"Qilla samkha",
"Medical Center","31.3002216","74.0677284","4","8329+33Q, Manga Road to Raiwind, Manga Manga Mandi, Lahore, Punjab, Pakistan",,"Malik Taabish Hospital","2",,"1","0","0","1","0","8329+33Q, Manga Road to Raiwind",
"Hospital","31.3228663","74.0619845","5","83F6+4QX, District, Lahore, Punjab, Pakistan",,"Hospital UCH Lahore","2",,"2","0","0","0","0","83F6+4QX, District",
"Eye care center","31.2971042","74.0722872","5","73WC+RWV, Raiwend, Road, Manga Mandi, Lahore, Punjab, Pakistan",,"Khursheed Begum Eye Hospital","5",,"5","0","0","0","0","73WC+RWV, Raiwend, Road",
"Medical Center","31.2988529","74.0661519",,"Al Khalid Town, House#50 Al Habib Road, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Ruqaiya Sadiq Medical Centre","0",,,,,,,"Al Khalid Town, House#50 Al Habib Road",
"Orthopedic clinic","31.3002998","74.0670492","5","8328+4R7, Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Fatima Medical & Orthopedic Center","5",,"5","0","0","0","0","8328+4R7, Hospital Rd",
"Medical Center","31.3003011","74.0669479",,"Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Dua Medical center","0",,,,,,,"Hospital Rd",
"Hospital","31.3000959","74.0702725","5","Ali Children Hospital, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Ali Children Surgical Hospital","2",,"2","0","0","0","0","Ali Children Hospital",
"Hospital","31.3000917","74.0662783","3.9","8328+2GJ, Manga Mandi, Lahore, Punjab, Pakistan",,"RHC Manga Mandi","17",,"7","5","2","3","0","8328+2GJ",
"Private hospital","31.3000318","74.0673369","5","8328+2W8, Manga Mandi, Lahore, Punjab, Pakistan",,"Amir Safdar Clinic & Maternity Home","1",,"1","0","0","0","0","8328+2W8",
"Medical Center","31.2998872","74.0678194","5","Hospital Rd, Manga Mandi, Lahore, Punjab 55270, Pakistan","55270","Al Basit Medical Centre","2",,"2","0","0","0","0","Hospital Rd",
"Hospital","31.3001437","74.0678312","5","Hospital Rd, Manga Mandi, Lahore, Punjab, Pakistan",,"Bilal Orthopedic & Surgical Hospital","5",,"5","0","0","0","0","Hospital Rd",
"Heart hospital","31.2975441","74.0683711","4.7","73X9+289, Lahore Rd, Manga Mandi, Manga, Punjab, Pakistan",,"Nemat Hospital & Heart Center","7",,"5","2","0","0","0","73X9+289, Lahore Rd",
"Government office","31.5467471","73.8281104",,"GRWH+P76, Warburton, Sheikhupura, Punjab, Pakistan",,"Civil veterinary hospital Warburton","0",,,,,,,"GRWH+P76",
"Research institute","31.5398349","73.8331341",,"GRQM+W7J Roshni General Hospital, Warburton, Nankana Sahib, Punjab 39180, Pakistan","39180","Arrahmah Research Section","0",,,,,,,"GRQM+W7J Roshni General Hospital",
"Resort hotel","31.5452614","73.839575","3.5","Warburton Rd, near Roshni Hospital, Warburton, Sheikhupura, Punjab 39180, Pakistan","39180","Sapphire Farmhouse (DFL)","4",,"1","2","1","0","0","Warburton Rd, near Roshni Hospital",
"Medical Center","31.5436691","73.8292137",,"khokha stop warburton, 39180, Pakistan","39180","sabri medical store warburton","0",,,,,,,"khokha stop warburton",
"Hospital","31.5298877","73.8424",,"GRHR+XX2, Road, Warburton, Nankana Sahib, Punjab, Pakistan",,"EPI Center BHU Fatey Darya","0",,,,,,,"GRHR+XX2, Road",
"Maternity hospital","31.5444781","73.8296821",,"GRVH+QVV, Warburton Rd, Warburton, Nankana Sahib, Punjab, Pakistan",,"Rahat maternity home","0",,,,,,,"GRVH+QVV, Warburton Rd",
"Hospital","31.5398349","73.8331341",,"GRQM+W7J, Nankana Sahib Warburton Rd, Warburton, Nankana Sahib, Punjab, Pakistan",,"Civil veterinary Dispensary Said pura","0",,,,,,,"GRQM+W7J, Nankana Sahib Warburton Rd",
"Hospital","31.5370348","73.8324702",,"Nankana Sahib Warburton Rd, Warburton, Nankana Sahib, Punjab, Pakistan",,"Al mearaj clinic Warburton","0",,,,,,,"Nankana Sahib Warburton Rd",
"Hospital","31.5477267","73.8292548",,"GRXH+3PR Dr. Usman Hospital, Warburton, Nankana Sahib, Punjab, Pakistan",,"Dr. Usman Hospital Warburton","0",,,,,,,"GRXH+3PR Dr. Usman Hospital",
"Hospital","31.5383187","73.828463",,"GRQH+89G, Hospital Rd, Warburton, Nankana Sahib, Punjab, Pakistan",,"Shabbir United clinic","0",,,,,,,"GRQH+89G, Hospital Rd",
"Hospital","31.5396393","73.8296242","5","GRQH+VR5 Railway Station, Warburton, Sheikhupura, Punjab, Pakistan",,"EPI Center RHC Warburton","1",,"1","0","0","0","0","GRQH+VR5 Railway Station",
"Hospital","31.5382447","73.8299848","5","GRQH+7XX, Warburton, Nankana Sahib, Punjab, Pakistan",,"Abad Medical Store","2",,"2","0","0","0","0","GRQH+7XX",
"Hospital","31.5385794","73.8233947","5","Railway Station, Warburton, Sheikhupura, Punjab, Pakistan",,"RHC Warburton","1",,"1","0","0","0","0","Railway Station",
"Hospital","31.5413681","73.8329486",,"Warburton, Sheikhupura, Punjab, Pakistan",,"JS Tower EX United Hospital","0",,,,,,,,
"Hospital","31.4956315","74.4161723","5","FCW8+7F3, Gulshan Ali Colony Gulshan e Ali Colony, Lahore, Punjab, Pakistan",,"Dr.Nasir","1",,"1","0","0","0","0","FCW8+7F3",
"Medical Center","31.4532331","74.4135476",,"Main Ring road, Leel Lahore, Punjab 54792, Pakistan","54792","Sahil Medical Store","0",,,,,,,"Main Ring road",
"Physical therapist","31.4794717","74.4514516","5","J, 256 MB Sector, phase 6, DHA, Lahore, 57410, Pakistan","57410","SPARC (Sial Physiotherapy and Rehabilitation Centre)","31",,"31","0","0","0","0","J, 256 MB Sector, phase 6",
"Farm","31.4995511","74.4814261","4.3","Barki Rd, near Barki Hospital, Lahore, Punjab 54000, Pakistan","54000","ROSA VISTA FARMS BY MG","318",,"191","74","10","35","8","Barki Rd, near Barki Hospital",
"Eye care center","31.4614064","74.4237945","4.8","17-A Block A commercial, Phase 5 D.H.A, Lahore, 54810, Pakistan","54810","Smart Eye Center - Eye Specialist Clinic","72",,"67","2","3","0","0","17-A Block A commercial",
"Medical clinic","31.4830553","74.4112242","4.7","360/4 DHA Q Block Phase 2 Commercial, Lahore, Pakistan",,"Dr Ghazala Butt Skin & Aesthetics Clinic","24",,"22","0","2","0","0","360/4 DHA Q Block Phase 2 Commercial",
"Apartment building","31.4728327","74.4129904",,"FCF7+45Q, Punjab Small Industries Cooperative Housing Society Punjab Small Industries Housing Society, Lahore, Punjab, Pakistan",,"IMC hospital Girls Hostel","0",,,,,,,"FCF7+45Q",
"Medical Center","31.4895825","74.4142845",,"Airport Rd, Kohār Gulshan e Ali Colony, Lahore, Punjab 54000, Pakistan","54000","Clinical Psychologist - Qurrat ul ain Hassan","0",,,,,,,"Airport Rd",
"Medical Center","31.4622271","74.414583","5","DHA PHASE 5 CCA FIRST FLOOR BUILDING 19, CCA DHA PHASE 5, LAHORE, 54000, Pakistan","54000","Nutrition & Dietation Dr Tayyaba Riaz","39",,"38","1","0","0","0","DHA PHASE 5 CCA FIRST FLOOR BUILDING 19",
"Hospital","31.4787395","74.4139523",,"Dogar Market, Shop No 12, Canal Rd, opposite Daewoo Terminal, Phase 1 Cantt View Housing Scheme, Lahore, Punjab 54000, Pakistan","54000","Smileup","0",,,,,,,"Dogar Market, Shop No 12, Canal Rd, opposite Daewoo Terminal",
"Cosmetic surgeon","31.4675523","74.4119063","4.9","Integrated Medical Hospital, Sector F Phase 5 D.H.A, Lahore, Punjab 54000, Pakistan","54000","Prof. Dr.Mustehsan Bashir","68",,"65","2","1","0","0","Integrated Medical Hospital",
"Medical Center","31.4857603","74.413324",,"Phase 1 Cantt View Housing Scheme, Lahore, Punjab, Pakistan",,"Farhat Clinic","0",,,,,,,,
"Hospital","31.4860381","74.412848","4.7","Gousia Park, Bedian Road, Street No. 2, Phase 1 Cantt View Housing Scheme, Lahore, Punjab, Pakistan",,"Nazar Homeo Herbal Clinic","7",,"6","0","0","1","0","Gousia Park, Bedian Road, Street No. 2",
"Medical Center","31.4768166","74.5126111",,"office block, 81 Barki Rd, inside pak Clinic, near city school paragon city, Barki Lahore, Punjab, Pakistan",,"Pak Clinic Pharmacy","0",,,,,,,"office block, 81 Barki Rd, inside pak Clinic, near city school paragon city",
"Physical therapist","31.4865788","74.4097524","5","Health bridge hospital, Ayesha hospital Nishat colony, chowk, dha bhata Lahore, 54000, Pakistan","54000","Dr Falak Naz","2",,"2","0","0","0","0","Health bridge hospital, Ayesha hospital Nishat colony, chowk",
"Orthopedic clinic","31.4673413","74.4122899","5","IMC Hospital, 153/1 Street 6, F Sector F Phase 5 D.H.A, Lahore, Punjab, Pakistan",,"Dr Ahmed Shoaib FRCS Orth UK Orthopaedic Surgeon","4",,"4","0","0","0","0","IMC Hospital, 153/1 Street 6",
"Hospital department","31.4547519","74.4623284","5","FF36+WW4, Unnamed Road, Chota Mota Singh, Lahore, Punjab, Pakistan",,"Energy Center PKLI","1",,"1","0","0","0","0","FF36+WW4, Unnamed Road",
"Hospital department","31.4935025","74.4207462",,"buksh, Airport road Khuda buksh colony Lahore Khuda buksh colony plaza 31 Kb Khuda, colony, Lahore, Pakistan",,"Khursheed majeed hospital","0",,,,,,,"buksh, Airport road Khuda buksh colony Lahore Khuda buksh colony plaza 31 Kb Khuda, colony",
"Medical Center","31.4683578","74.4229999",,"SmartMED Pharmacy, Plaza 6B, Sector B Phase 5 D.H.A, Lahore, Punjab 54000, Pakistan","54000","Smart MED Medical Clinic","0",,,,,,,"SmartMED Pharmacy, Plaza 6B",
"Pharmacy","31.4862589","74.4100185","5","FCP6+G22 Inside Health Bridge Hospital, Ghazi Rd, near Rehman Gardens, Real Cottages, Lahore, Punjab, Pakistan",,"Health Bridge Pharmacy","4",,"4","0","0","0","0","FCP6+G22 Inside Health Bridge Hospital, Ghazi Rd, near Rehman Gardens",
"Hospital","31.4609298","74.4421539",,"FC6R+9VC, Unnamed Road, Sector C DHA Phase 6, Lidher, Lahore, Punjab, Pakistan",,"Rahat Free Medical Centre","0",,,,,,,"FC6R+9VC, Unnamed Road",
