"location/lat","location/lng","address","postalCode","title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","categoryName","hotelStars","street","price","totalScore"
"31.4303751","74.2797792","Plot 215, Block C PGECHS 2, Lahore, Punjab, Pakistan",,"Gujjar Brothers Market","1","1","0","0","0","0","Shopping mall",,"Plot 215",,"5"
"31.3762652","74.1888366","Gulf Center, Sector C Jasmine Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Gulf center","18","12","4","1","0","1","Shopping mall",,"Gulf Center",,"4.4"
"31.3449848","74.2386479","Downtown, Plot # 01 Entrance 5 Downtown Alkabir, Raiwind Rd, Lahore, 75000, Pakistan","75000","The Alpine Mall","9","8","1","0","0","0","Shopping mall",,"Downtown, Plot # 01 Entrance 5 Downtown Alkabir, Raiwind Rd",,"4.9"
"31.4310042","74.30599","Munira Collection 1138.5.D2.Main, Hassan Basri Rd, near Mian Chonk, Sector D 2 Block 5 Green Town, Lahore, Punjab 54000, Pakistan","54000","Munira Collection","9","6","1","0","1","1","Shopping mall",,"Munira Collection 1138.5.D2.Main, Hassan Basri Rd, near Mian Chonk",,"4.3"
"31.372252","74.1852481","12 C, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Hassan Centre","7","5","2","0","0","0","Shopping mall",,"12 C",,"4.7"
"31.4358771","74.3047763","Sector D 2, Sector D 2 Block 3 Green Town, Lahore, Punjab 54770, Pakistan","54770","Irahad Karyana Store","3","2","1","0","0","0","Shopping mall",,"Sector D 2",,"4.7"
"31.3753977","74.1867744","Plaza No: 142-B, F/F, Commercial Zone Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 54000, Pakistan","54000","AEGIS Events","11","11","0","0","0","0","Event management company",,"Plaza No: 142-B, F/F",,"5"
"31.3572861","74.178977","48/38 Quaid Commercial, Sector E Bahria Town, Lahore, 53720, Pakistan","53720","Sky Arcade","5","4","1","0","0","0","Shopping mall",,"48/38 Quaid Commercial",,"4.8"
"31.344842","74.2363334","86VP+WGP, Kot Araian, Lahore, Punjab, Pakistan",,"The Mall of Downtown","2","2","0","0","0","0","Housing development",,"86VP+WGP",,"5"
"31.3539281","74.2515617","First Floor, Lake City Mall, Shop # 26, 27, Block M 1 Lake City, Lahore, Punjab 54000, Pakistan","54000","ORIENT TEXTILE LAKE CITY MALL","1","1","0","0","0","0","Shopping mall",,"First Floor, Lake City Mall, Shop # 26, 27",,"5"
"31.3745636","74.1851681","179-A, Sector C Bahria Town, Lahore, Pakistan",,"MUKHTAR TOWER","1","1","0","0","0","0","Shopping mall",,"179-A",,"5"
"31.362924","74.1496945","947X+5V8, NFC Housing Society (Phase II), Lahore, Punjab, Pakistan",,"Mian Estate & Builders","10","7","1","1","1","0","Shopping mall",,"947X+5V8",,"4.3"
"31.3764617","74.1744362","49 AA commercial, Bb Block Sector D Bahria Town, Lahore, Punjab 75340, Pakistan","75340","NEOM Tower Bahria Town Lahore","0",,,,,,"Shopping mall",,"49 AA commercial",,
"31.3543951","74.2519044","9732+QQ2, Block M 1 Lake City, Lahore, Punjab, Pakistan",,"Hush Puppies - Lake City Mall","1","1","0","0","0","0","Shoe store",,"9732+QQ2",,"5"
"31.356981","74.1807941","954J+Q8V, Quaid Height, Quaid Block Violet Block Bahria Town, Lahore, Punjab, Pakistan",,"Quaid Height","5","4","1","0","0","0","Shopping mall",,"954J+Q8V, Quaid Height",,"4.8"
"31.3670135","74.1858896","iqbal block, St 4-A, Sector E Janiper Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan",,"Kids Camp","37","23","10","2","0","2","Shopping mall",,"iqbal block, St 4-A",,"4.4"
"31.3695628","74.1869389","219, Tulip Extension Commercial Area Sector C Bahria Town, Lahore, Punjab, Pakistan",,"Al nafeh furnitures","5","2","1","1","1","0","Shopping mall",,"219",,"3.6"
"31.3693695","74.2551564","9794+P3V, Lake City Rd, Block M 3 A Lake City, Lahore, Punjab, Pakistan",,"Kayseria lake city mall","2","2","0","0","0","0","Women's clothing store",,"9794+P3V, Lake City Rd",,"5"
"31.3507028","74.1725205","952F+72J, Bahria Town, Lahore, Punjab, Pakistan",,"Oasis Mall Bahria Town Lahore","2","2","0","0","0","0","Shopping mall",,"952F+72J",,"5"
"31.3767052","74.1869501","1st floor، 162 B sector C Commercial Area Bahria Town Jasmine Mall Jasmine block near Talwar، chowk, Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","MakeUp Factory Store Bahria","5","5","0","0","0","0","Shopping mall",,"1st floor، 162 B sector C Commercial Area Bahria Town Jasmine Mall Jasmine block near Talwar، chowk",,"5"
"31.3759719","74.2304034","N, Chamrupur, Lahore, Punjab 34445, Pakistan","34445","All Rahman Tarader","1","1","0","0","0","0","Shopping mall",,"N",,"5"
"31.3435833","74.1495673","84VX+CRP, Lahore, Punjab, Pakistan",,"Pearl Mall","11","8","1","0","0","2","Shopping mall",,"84VX+CRP",,"4.4"
"31.3995454","73.8707753","Chah chana ka mangtan wala, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","39120","Shopping mall","0",,,,,,"Trading card store",,"Chah chana ka mangtan wala",,
"31.3590539","74.1857654","Plot 464, Rafi Block Bahria Town, Lahore, Punjab, Pakistan",,"Kuwait mall","0",,,,,,"Apartment building",,"Plot 464",,
"31.5880766","73.6917924","Near Govt boys high school, Madina Colony, Mananwala, Sheikhupura, Punjab 43170, Pakistan","43170","London Shopping Mall","2",,,,,,"Shopping mall",,"Near Govt boys high school",,"4"
"31.5766258","73.7264179","HPGG+MH3, Kair Wara, Sheikhupura, Punjab, Pakistan",,"Kair Wara","28",,,,,,"Shopping mall",,"HPGG+MH3",,"4.3"
"31.427487","73.8786132","Nankana Sahib, Punjab, Pakistan",,"Nankana Sahib Service Area (South)","1440",,,,,,"Shopping mall",,,,"3.9"
"31.4394321","74.3595544","C9Q5+QRF, Unnamed Road, Gulshan Yaseen Colony, Lahore, Punjab, Pakistan",,"Al-Jamil General Store Sitara colony","2","2","0","0","0","0","Shopping mall",,"C9Q5+QRF, Unnamed Road",,"5"
"31.4344405","74.3606323","Main Bazar Awan Market, Awan Market, Lahore, Punjab, Pakistan",,"four season cosmatics and gift shop","4","4","0","0","0","0","Shopping mall",,"Main Bazar Awan Market",,"5"
"31.5906756","74.4411425","HCRR+7FC, Service Road, Dera Gujran, Lahore, Punjab 54000, Pakistan","54000","Al-Fatima Shopping Mall","10",,,,,,"Shopping mall",,"HCRR+7FC, Service Road",,"4.7"
"31.5488578","74.4013632","GCX2+GGP, ZARAR SHAHEED Road, Al-Faisal Town, Lahore, Punjab, Pakistan",,"HEAVEN MALL","275",,,,,,"Shopping mall",,"GCX2+GGP, ZARAR SHAHEED Road",,"4"
"31.4676721","74.4358387","Plot#158, Sector A DHA Phase 6, Lahore, Punjab 54000, Pakistan","54000","Dolmen Mall Lahore","864",,,,,,"Shopping mall",,"Plot#158",,"4.3"
"31.5116613","74.3505291","5, C 2 MM Alam Rd, Block C2 Block C 2 Gulberg III, Lahore, Punjab, Pakistan",,"Swiss Mall Gulberg","1",,,,,,"Shopping mall",,"5, C 2 MM Alam Rd",,"5"
"31.5641608","74.4248051","shop # 45, Model Bazar, Manzoor Colony Harbanspura, Lahore, Punjab 54000, Pakistan","54000","Model Bazaar Harbanspura","473",,,,,,"Shopping mall",,"shop # 45, Model Bazar",,"4.2"
"31.5483608","74.4059559","4 Zarrar Shaheed Rd, near jorypul, Al-Faisal Town, Lahore, Punjab 44000, Pakistan","44000","Al-Rafy Mall","250",,,,,,"Outlet mall",,"4 Zarrar Shaheed Rd, near jorypul",,"4.1"
"31.4721025","74.3559076","2nd floor, Packages, Walton Rd, Nishtar Town, Lahore, Punjab 54000, Pakistan","54000","Miniso Packages Mall","396",,,,,,"Outlet mall",,"2nd floor, Packages, Walton Rd",,"4.3"
"31.4325287","74.3086411","C8M5+2F6, Sector D2 Sector D 2 Block 5 Green Town, Lahore, Punjab 54000, Pakistan","54000","Hafiz Zari embroidery","10","8","1","1","0","0","Shopping mall",,"C8M5+2F6",,"4.5"
"31.441665","74.298115","Umar Farooq Rd, Block 1 Sector C-1 Block 1 Twp Sector C 1 Lahore, Punjab 54600, Pakistan","54600","Ali Bakers And Super Store","7","7","0","0","0","0","Shopping mall",,"Umar Farooq Rd",,"5"
"31.4245131","74.3488202","C8FX+RG4, Shadab Colony Rd, Sherwani Town Housing Scheme, Lahore, Punjab, Pakistan",,"Dana Dunka Store","1","1","0","0","0","0","Shopping mall",,"C8FX+RG4, Shadab Colony Rd",,"5"
"31.4266259","74.3623272","C9G6+MW4, Sufiabad Lahore, Punjab, Pakistan",,"Mehar Palace","3","1","0","0","1","1","Shopping mall",,"C9G6+MW4",,"3.3"
"31.4302612","74.3731579","C9JF+473, Unnamed Road, Lahore, Punjab, Pakistan",,"Karyana Store","6","4","0","0","2","0","Shopping mall",,"C9JF+473, Unnamed Road",,"4.3"
"31.416058","74.3681881","Jamy Masjid Prime Homes, Rehmat Colony, Lahore, Punjab, Pakistan",,"Afnan Homes","2","2","0","0","0","0","Shopping mall",,"Jamy Masjid Prime Homes",,"5"
"31.4354809","74.3038469","2-D2, 380, Main Market Rd, near behari chowk masjid bait ul mukaram, Main bazaar Sector D 2 Block 2 Green Town, Lahore, Punjab 54770, Pakistan","54770","Fithai store By Rajpoot cosmetic","43","37","3","1","1","1","Shopping mall",,"2-D2, 380, Main Market Rd, near behari chowk masjid bait ul mukaram",,"4.7"
"31.4203229","74.3677784","C9C9+44C Alkram chsti pansar stor, Nishter Colony, Gajju Matah, Lahore, Punjab, Pakistan",,"Alkram chsti pansar stor Gajumtta","1","1","0","0","0","0","Shopping mall",,"C9C9+44C Alkram chsti pansar stor",,"5"
"31.4253589","74.2896378","C7GQ+4VR, baghrian, Sheraz Town pind, Pakistan",,"Adeel Store","2","1","0","1","0","0","Shopping mall",,"C7GQ+4VR, baghrian",,"3"
"31.4386095","74.2849386","C7QM+CXW, Sutlej Ave, Block C2 Block C 2 Nespak Housing Scheme, Lahore, Punjab 54770, Pakistan","54770","HKB Express","4","1","1","0","2","0","Shopping mall",,"C7QM+CXW, Sutlej Ave",,"3.8"
"31.4413256","74.2977146","547 Wasi St, Township Block 2 Twp Sector C 2 Lahore, Punjab 54600, Pakistan","54600","Kehkashan Traders","6","3","3","0","0","0","Shopping mall",,"547 Wasi St",,"4.5"
"31.4153871","74.2994481","C78X+5Q4, Gulshn-eJinnah Gulshan E Jinnah, Lahore, Punjab, Pakistan",,"گلشن اعوان ھاوسنگ سکیم","4","2","1","1","0","0","Shopping mall",,"C78X+5Q4",,"3.8"
"31.4051384","74.3565827","Plot No 28, Alshar Street, 21KM Lahore – Kasur Rd, Alghani Industrial Estate Dullu Khurd, Lahore, 54000, Pakistan","54000","Eleganza Online Store","1","1","0","0","0","0","Shopping mall",,"Plot No 28, Alshar Street, 21KM Lahore – Kasur Rd",,"5"
"31.4293967","73.8790739","Nankana Sahib, Punjab, Pakistan",,"Nankana Sahib Service Area (North)","271","117","72","13","53","16","Shopping mall",,,,"4"
"31.4290785","74.2916144","C7HR+JJQ, Unnamed Road, Block A PCSIR Staff Colony, Lahore, Punjab, Pakistan",,"Alfazal Beakers and General Store.","5","5","0","0","0","0","Shopping mall",,"C7HR+JJQ, Unnamed Road",,"5"
"31.3946391","74.3057134","98V4+V74, Unnamed Road, Kana Kacha, Lahore, Punjab, Pakistan",,"Rana General store","2","1","0","0","0","1","Shopping mall",,"98V4+V74, Unnamed Road",,"3.5"
"31.4228871","74.3631831","119 Ammar Block, Nishter Colony, Lahore, Punjab, Pakistan",,"Mushtaq PCO","58","37","9","5","5","2","Shopping mall",,"119 Ammar Block",,"4.2"
"31.4120726","74.3654602","چرچ روڈ،, Youhanabad, Lahore, Punjab 53100, Pakistan","53100","Ahsan Cosmetic shop","2","2","0","0","0","0","Shopping mall",,"چرچ روڈ،",,"5"
"31.4353427","74.3040401","C8P3+4JM, Sector D2 Sector D 2 Block 2 Green Town, Lahore, Punjab, Pakistan",,"Urooj Daiper and Under Garments","3","2","1","0","0","0","Shopping mall",,"C8P3+4JM",,"4.7"
"31.3765658","74.1872871","SHOP7-8 JASMIN MALL, Jasmine Block Sector C Bahria Town, Lahore, Punjab 54000, Pakistan","54000","ENGINE CLOTHING - JASMIN MALL SHOP","5","1","2","0","2","0","Clothing store",,"SHOP7-8 JASMIN MALL",,"3.8"
"31.3573762","74.1838691","E, Nishter Block, Sector Violet Block Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Grand X - Globe Estate","1","1","0","0","0","0","Shopping mall",,"E, Nishter Block",,"5"
"31.3745735","74.1916538","95FR+RMC, Street 3, Jasmine Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan",,"Safari mall lahore","1","1","0","0","0","0","Housing society",,"95FR+RMC, Street 3",,"5"
"31.3665749","74.2316728","Shop#18 ground floor, Logo | opia, Rk square, Adda plot Raiwind Rd, Chanar Courts, Lahore, Punjab 54000, Pakistan","54000","LOGO RK SQUARE MALL","2","1","0","0","0","1","Shoe store",,"Shop#18 ground floor, Logo | opia, Rk square, Adda plot Raiwind Rd",,"3.5"
"31.3650887","74.1870972","958P+2RQ, Rafi Block Bahria Town, Lahore, Punjab, Pakistan",,"Akbar Heights","23","11","5","2","3","2","Shopping mall",,"958P+2RQ",,"3.9"
"31.3592989","74.1869403","955P+PQ8, Bahria Town Main Blvd, Lilic Block Bahria Town, Lahore, Punjab, Pakistan",,"Meem Hotel","15","9","2","2","2","0","Holiday apartment rental",,"955P+PQ8, Bahria Town Main Blvd",,"4.1"
"31.3546977","74.251673","9732+VMF, Block M 1 Lake City, Lahore, Punjab, Pakistan",,"CHINYERE - Lake City Mall","0",,,,,,"Women's clothing store",,"9732+VMF",,
"31.3404532","74.2377032","86RQ+53P, Kot Araian, Lahore, Punjab, Pakistan",,"M'S Mart","4","4","0","0","0","0","Shopping mall",,"86RQ+53P",,"5"
"31.3732027","74.1807972","95FJ+78M 283cc, Street 7, CC-Block Cc Block Sector D Bahria Town, Lahore, Punjab 53720, Pakistan","53720","M2-LifeStyle","1","1","0","0","0","0","Shopping mall",,"95FJ+78M 283cc, Street 7",,"5"
"31.3776421","74.1984888","95HX+395, Unnamed Road, Bhalaigil Bahria Town, Lahore, Punjab, Pakistan",,"Ali Mobile","7","5","1","1","0","0","Shopping mall",,"95HX+395, Unnamed Road",,"4.3"
"31.3759247","74.1849586","167-A Bahria Town Main Blvd, Sector C Gulbahar Block Sector C Bahria Town, Lahore, Punjab, Pakistan",,"Sultan Centre","1","1","0","0","0","0","Shopping mall",,"167-A Bahria Town Main Blvd",,"5"
"31.3364325","74.1760262","85PG+HCC, Lahore, Punjab, Pakistan",,"Grand 13 Central Height","7","7","0","0","0","0","Shopping mall",,"85PG+HCC",,"5"
"31.3766714","74.1873246","2nd floor, Jasmine mall, Boutique, opposite Ayesha, Sector C Jasmine Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","MR DECOR SHOP","1","1","0","0","0","0","Shopping mall",,"2nd floor, Jasmine mall, Boutique, opposite Ayesha",,"5"
"31.3776778","74.1853144","C, Metro Heights, near Talwar Chowk Bus Station, Sector Bahria Town, Lahore, 53720, Pakistan","53720","Metro Heights","2","1","0","1","0","0","Shopping mall",,"C, Metro Heights, near Talwar Chowk Bus Station",,"3"
"31.3672402","74.1849726","KBS Plaza 172-A, Iqbal Avenue, adjacent to Bahria Grand Mosque, Janiper Block Sector C Bahria Town, Lahore, Punjab, Pakistan",,"Rainbow Wear House","1","1","0","0","0","0","Shopping mall",,"KBS Plaza 172-A, Iqbal Avenue, adjacent to Bahria Grand Mosque",,"5"
"31.5933533","74.4631675","HFV7+87V, Rehmatpura Nai Abadi, Lahore, Punjab, Pakistan",,"GPG Mall","88","47","20","4","13","4","Shopping mall",,"HFV7+87V",,"4.2"
"31.3691189","74.1869225","77 b commercial 2nd floor, canal road, Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Customized lapel pin jewellery set","0",,,,,,"Shopping mall",,"77 b commercial 2nd floor, canal road",,
"31.5670625","74.4223125","main bazar, Railway Line, madina town, Lahore, Pakistan",,"Chitta General Store","36","24","8","1","2","1","Shopping mall",,"main bazar, Railway Line",,"4.5"
"31.3539858","74.2518427","ground floor, Lake city mall, shop#12 13/14, Block M 1 Mall, Lahore, Punjab 55150, Pakistan","55150","Miniso Lake city Mall","1","1","0","0","0","0","Health and beauty shop",,"ground floor, Lake city mall, shop#12 13/14",,"5"
"31.5611857","74.4283042","HC6H+F79, 9 Pir Naseer Rd, Chandian Tayyab Town Aziz Bhatti Town, Lahore, Punjab, Pakistan",,"Awan Brothers Store","39","29","4","2","2","2","Shopping mall",,"HC6H+F79, 9 Pir Naseer Rd",,"4.4"
"31.3832816","74.1501698","95M2+837, Lahore, Maraka Village, Maraka, Lahore, Punjab, Pakistan",,"Waseem Mayo Plaza","8","4","2","2","0","0","Shopping mall",,"95M2+837, Lahore",,"3.8"
"31.7847579","74.2568619","GT Rd, Timber Market, Muridke, Sheikhupura, Punjab, Pakistan",,"Brand House","2",,,,,,"Shopping mall",,"GT Rd",,"4.5"
"31.5611214","74.4122932","HC66+CWV, Taj Bagh Scheme Lahore, Punjab, Pakistan",,"Taj Bagh Mini Market","352","184","56","21","64","27","Shopping mall",,"HC66+CWV",,"4"
"31.3776027","74.1682743","42, Commercial Aa Block Sector D Bahria Town, Lahore, Punjab, Pakistan",,"Mumzir Center","4","2","0","1","0","1","Shopping mall",,"42",,"3.3"
"31.5926254","74.4816177","HFVJ+3J5, Manāwān, Bata Pur, Lahore, Punjab, Pakistan",,"Asif Karyana Genral Store","21","15","2","0","4","0","Shopping mall",,"HFVJ+3J5, Manāwān",,"4.5"
"31.7670118","74.2585105","abad, Dhakumpura monnoo abad muridkey Monnoo, Dhakumpura, 39010, Pakistan","39010","Abdul Rahman kryana store","1",,,,,,"Shopping mall",,"abad, Dhakumpura monnoo abad muridkey Monnoo",,"5"
"31.8027045","74.2536387","Zafar Arcade, Qadri Bazar, Mohalla Faiz Madina Mohalla Faiz e Madina, Muridke, Sheikhupura, Punjab, Pakistan",,"Friends Mobile Wholesalers","18",,,,,,"Shopping mall",,"Zafar Arcade, Qadri Bazar",,"4.2"
"31.5866161","74.4194143","HCP9+JQV, Sharif Garden Lahore, Punjab, Pakistan",,"MJ Traders","16","14","0","1","1","0","Shopping mall",,"HCP9+JQV",,"4.6"
"31.3713439","74.1848221","Office No. 201 2nd Floor, Ali Sattar Tower, above Lazzat Restaurant, Commercial Area Sector C Bahria Town, Lahore, Punjab 54000, Pakistan","54000","YEH LO TRADING","1","1","0","0","0","0","Outlet mall",,"Office No. 201 2nd Floor, Ali Sattar Tower, above Lazzat Restaurant",,"5"
"31.5717681","74.4136993","Canal Society Rd, Canal Bank Housing Scheme, Lahore, Punjab, Pakistan",,"Baby care diaper house","11","9","0","0","2","0","Shopping mall",,"Canal Society Rd",,"4.6"
"31.7225268","74.265365","P7C8+X4X, Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"Mansoori Center","6",,,,,,"Shopping mall",,"P7C8+X4X",,"4.7"
"31.7234412","74.2644474","27-C, kamran block, SA Garden Rd, Kala Shah Kaku, Lahore, Punjab 39020, Pakistan","39020","The Global Treasures","23",,,,,,"Shopping mall",,"27-C, kamran block, SA Garden Rd",,"5"
"31.5864046","74.421647","Rajba Rd, Wara Sittar, Lahore, Punjab, Pakistan",,"Hong Kong Electronics","300","145","43","24","63","25","Shopping mall",,"Rajba Rd",,"3.9"
"31.7506731","74.2971259","Q72W+7V6, Chak No 44 Road, Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"Bismillah Computers and Easy Load","3",,,,,,"Shopping mall",,"Q72W+7V6, Chak No 44 Road",,"5"
"31.5947866","74.482062","HFVJ+WR7, GT Rd, Rampura, Lahore, Punjab, Pakistan",,"Ali Plastic Furniture In Lahore","13","10","1","0","2","0","Shopping mall",,"HFVJ+WR7, GT Rd",,"4.6"
"31.8246246","74.2504856","Main GT Rd, near City Cafe, Muridke, Sheikhupura, Punjab 39000, Pakistan","39000","Sage Leather","24",,,,,,"Shopping mall",,"Main GT Rd, near City Cafe",,"4.2"
"31.5672198","74.4226391","HC8F+V3J, Taj Bagh Scheme, Lahore, Punjab, Pakistan",,"Madina Bazar","90","54","11","7","11","7","Shopping mall",,"HC8F+V3J",,"4.1"
"31.8016205","74.2557412","R724+J7X, Main Bazaar, Mohalla Ahmad Pura Mohalla Sheikhan, Muridke, Sheikhupura, Punjab, Pakistan",,"AL KARAM GENERAL STORE","1",,,,,,"Shopping mall",,"R724+J7X, Main Bazaar",,"5"
"31.5791368","74.4223265","HCHC+MW4, Harbanspura, Lahore, Punjab, Pakistan",,"Mian Ahmed Hassan Milk shop","13","9","1","0","2","1","Shopping mall",,"HCHC+MW4",,"4.4"
"31.5698557","74.415158","HC98+W3V, Jehangir Rd, Canal Bank Housing Scheme, Lahore, Punjab, Pakistan",,"Nj.Brand","5","4","1","0","0","0","Shopping mall",,"HC98+W3V, Jehangir Rd",,"4.8"
"31.5964922","74.4995716","Jallo More Lahore, Punjab 53400, Pakistan","53400","Bhatti Printerz","12","8","1","1","2","0","Shopping mall",,,,"4.3"
"31.5965032","74.4994269","HFWX+JQ3, Service Road, Jallo More Lahore, Punjab, Pakistan",,"Jallo Super Store","21","13","3","1","3","1","Shopping mall",,"HFWX+JQ3, Service Road",,"4.2"
"31.5710673","74.4218745","HCCC+CPH waqas Street, Canal Rd, Amir Town Harbanspura, Lahore, Punjab, Pakistan",,"Discount store 350","8","7","1","0","0","0","Shopping mall",,"HCCC+CPH waqas Street, Canal Rd",,"4.9"
"31.588829","74.4788666","HFQH+GGQ, Manāwān Manawan, Lahore, Punjab, Pakistan",,"Pado Tower","33","22","3","4","2","2","Shopping mall",,"HFQH+GGQ",,"4.1"
"31.5869411","74.4208702","HCPC+Q8H، machinery market rajbah road darogawala, Sharif Garden, Lahore, Punjab, Pakistan",,"Mohsin Traders","3","2","1","0","0","0","Shopping mall",,"HCPC+Q8H، machinery market rajbah road darogawala",,"4.7"
"31.5684749","74.4137355","Main Canal Rd, Ghazi Pul Muslimabad Taj Bagh Scheme, Lahore, Punjab, Pakistan",,"HiFi Mall","7","4","2","1","0","0","Shopping mall",,"Main Canal Rd",,"4.1"
"31.4194461","74.363738","Plot 910, Rehmat Colony, Lahore, Punjab, Pakistan",,"Shoaib Hair Saloon","3","3","0","0","0","0","Shopping mall",,"Plot 910",,"5"
"31.4040738","74.3610488","C936+JCF, Satellite Town, Lahore, Punjab, Pakistan",,"Javed Sanitory and Electric Store","4","3","0","0","1","0","Shopping mall",,"C936+JCF",,"4.5"
"31.4406792","74.316502","Mian Amjad K.B General Store, 501, Township, Block 5 Sector D1 Lahore, Punjab, Pakistan",,"Mian Muhammad Ali Khuda Baksh","1","1","0","0","0","0","Shopping mall",,"Mian Amjad K.B General Store, 501, Township",,"5"
"31.4250229","74.2947154","C7GV+2V4, Peer bazar Road, Bagrian Lahore, Punjab, Pakistan",,"NADEEM MOBILE CENTER","6","4","1","1","0","0","Shopping mall",,"C7GV+2V4, Peer bazar Road",,"4.2"
"31.4212087","74.299326","C7CX+FPP, Unnamed Road, Bagrian Lahore, Punjab, Pakistan",,"Shahbaz Store","8","4","0","3","1","0","Shopping mall",,"C7CX+FPP, Unnamed Road",,"3.3"
"31.4227247","74.3700941","House No 150, Yasir Block, Ferozepur Road, Nishter Colony, Lahore, Punjab, Pakistan",,"CnBStall","4","3","0","1","0","0","Shopping mall",,"House No 150, Yasir Block, Ferozepur Road",,"4"
"31.4214261","74.3662697","Nishter, Lahore, 54005, Pakistan","54005","Al Madina Zari house and laice","3","3","0","0","0","0","Shopping mall",,"Nishter",,"5"
"31.4391822","74.3651082","C9Q8+M2H, Main Defence Garden Rd, opp. silk bank, Gulshan Yaseen Colony, Lahore, Punjab, Pakistan",,"Laudmann Store DHA","0",,,,,,"Shopping mall",,"C9Q8+M2H, Main Defence Garden Rd, opp. silk bank",,
"31.4275519","74.3688339","C9H9+2GG, Atari Saroba Attari Saroba, Lahore, Punjab, Pakistan",,"Bhatti Corporation","3","2","0","1","0","0","Shopping mall",,"C9H9+2GG",,"3.7"
"31.4343504","74.3036914","458 Baig St, Sector D2 Sector D 2 Block 2 Green Town, Lahore, Punjab, Pakistan",,"Al Hafiz Associate , Stamps Farosh & Compossing Center","65","36","9","5","10","5","Shopping mall",,"458 Baig St",,"4"
"31.3881228","74.2801891","2 Phase, House No 134 Block J, 11 Defence Rd, Phase 11 Sector Sector 2 Dha Rahbar, Lahore, 54770, Pakistan","54770","Anu's Kitchen","0",,,,,,"Shopping mall",,"2 Phase, House No 134 Block J, 11 Defence Rd",,
"31.4189894","74.3658978","Plot 669, Rehmat Colony, Lahore, Punjab, Pakistan",,"Faiz Store","0",,,,,,"Shopping mall",,"Plot 669",,
"31.419927","74.2955965","C79W+X6H, Bagrian Lahore, Punjab, Pakistan",,"General Store","0",,,,,,"Shopping mall",,"C79W+X6H",,
"31.3862146","74.3660784","Street 4, Gajju, Matta, Lahore, Punjab 55000, Pakistan","55000","E Shoppers","0",,,,,,"Shopping mall",,"Street 4",,
"31.4146354","74.3595502","Youhanabad stop, Main Lahore – Kasur Rd, Youhanabad, Lahore, Punjab, Pakistan",,"Kakar Center","0",,,,,,"Shopping mall",,"Youhanabad stop, Main Lahore – Kasur Rd",,
"31.4179396","74.3590124","Burqeelay Private Limited, Khayaban-e-Kareem, Lahore, Punjab 54000, Pakistan","54000","Burqeelay Private Limited","1","1","0","0","0","0","Shopping mall",,"Burqeelay Private Limited",,"5"
"31.3881489","74.2801738","9 Defence Rd, Sadhoki, Lahore, Punjab 56000, Pakistan","56000","Subhan aluminium","0",,,,,,"Shopping mall",,"9 Defence Rd",,
"31.424893","74.3611326","Madina Homes, 18km Ferozepur Road, Sufiabad Lahore, Punjab 54000, Pakistan","54000","Rana Fahad Corporation","15","7","3","1","3","1","Shopping mall",,"Madina Homes, 18km Ferozepur Road",,"3.9"
"31.4309677","74.2900434","2, B block, Block B PCSIR Staff Colony, Lahore, Punjab 54000, Pakistan","54000","786 Bismillah General store","0",,,,,,"Shopping mall",,"2, B block",,
"31.4245983","74.3753574","18km Ferozepur Rd, Mubarak Town, Lahore, Punjab 54000, Pakistan","54000","Sublyly","2","2","0","0","0","0","Shopping mall",,"18km Ferozepur Rd",,"5"
"31.3775756","74.1677105","22 AA, Sector D, Aa Block Sector D Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Ideal Dollar Shop","4","4","0","0","0","0","Shopping mall",,"22 AA, Sector D",,"5"
"31.3798125","74.1490625","94HX+WJ6, Maraka Village, Lahore, Punjab, Pakistan",,"Titan Mall","0",,,,,,"Shopping mall",,"94HX+WJ6",,
"31.3583045","74.2354687","Raiwind Rd, Lahore, Punjab, Pakistan",,"ZS BEAUTY HUB","9","4","1","2","1","1","Shopping mall",,"Raiwind Rd",,"3.4"
"31.382465","74.2300034","96JJ+X2J, Raiwind Rd, Lahore, Punjab 54000, Pakistan","54000","Al Madina Fabrick","0",,,,,,"Shopping mall",,"96JJ+X2J, Raiwind Rd",,
"31.369487","74.1767672","Rafi block commerical, St A, Bahria Town, Lahore, 34379, Pakistan","34379","Hajveery Mart","0",,,,,,"Shopping mall",,"Rafi block commerical, St A",,
