"title","location/lat","location/lng","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","address","price","rank","categoryName","totalScore","postalCode","reviewsCount","street"
"Much More Cash & Carry","31.0405568","73.8513355",,,,,,"2VR2+6GG, College Bypass, opposite Punjab, Pattoki, Kasur, Punjab, Pakistan",,"7","Grocery store","4.2",,"368","2VR2+6GG, College Bypass, opposite Punjab"
"Haji Shokat Karyana Store jambar ada","31.1360625","73.9201875",,,,,,"jamber kurd this pattoki, Jamber, Kasur, 55300, Pakistan",,"17","Grocery store","4.4","55300","86","jamber kurd this pattoki"
"Al karam karyana storr","31.1306109","73.9180611",,,,,,"Jamber, Kasur, Punjab, Pakistan",,"19","Supermarket","4",,"2",
"Javaid karyana store jamber kalan","31.1372281","73.9113978",,,,,,"jamber, kalan, pattoki, 55250, Pakistan",,"20","Grocery store","5","55250","2","jamber"
"Malik printers","31.9338507","73.775716",,,,,,"Ajnianwala, Sheikhupura, Punjab, Pakistan",,"1","Supermarket","5",,"1",
"Bin zia super store","31.9177408","73.7990068",,,,,,"WQ9X+3JR, Keeley, Sheikhupura, Punjab, Pakistan",,"2","Grocery store","5",,"3","WQ9X+3JR"
"Awais Guru market Ajnianwala","31.9352845","73.7757702",,,,,,"WQPG+486, Gujranwala - Alipur Chatha Rd, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"3","Supermarket","4",,"2","WQPG+486, Gujranwala - Alipur Chatha Rd"
"Mayo general store","31.9353451","73.7757604",,,,,,"WQPG+476, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"4","Supermarket","5",,"1","WQPG+476"
"Alburaq Super Store, Ajnianwala","31.9334766","73.7757633",,,,,,"Bus Stop, Main Hafizabad - Sheikhupura Rd, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"5","Supermarket","5",,"4","Bus Stop, Main Hafizabad - Sheikhupura Rd"
"Hussain Bakers & Supper Store","31.9341863","73.7753344",,,,,,"Hafizabad - Sheikhupura Rd, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"6","Supermarket","4",,"24","Hafizabad - Sheikhupura Rd"
"Super Market, Housing Colony","31.7047666","74.0217483",,,,,,"P24F+Q84، سروس روڈ, Housing Colony Sheikhupura, Punjab, Pakistan",,"7","Grocery store","4",,"395","P24F+Q84، سروس روڈ"
"Bhatti super store","31.8250484","73.7542024",,,,,,"RQG3+2M8, Thatha Nuster, Sheikhupura, Punjab, Pakistan",,"8","Grocery store","5",,"5","RQG3+2M8"
"Ittefaq Karyana Store","31.8615525","73.8623641",,,,,,"Bus Stop, Main Hafizabad Road, Jhabran, Sheikhupura, Punjab, Pakistan",,"9","Supermarket","5",,"2","Bus Stop, Main Hafizabad Road"
"Chaudhry Zaka Ullah Bhatti Haveli","31.852473","73.7447314",,,,,,"VP2V+XVQ, Gajiana Nau - Ajniawala Rd, Bohar Baath, Sheikhupura, Punjab, Pakistan",,"12","Supermarket","4.9",,"12","VP2V+XVQ, Gajiana Nau - Ajniawala Rd"
"Shahroz Supper Store & mobile Center","31.9344617","73.7745619",,,,,,"WQMF+QRM, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"16","Grocery store","5",,"1","WQMF+QRM"
"Ameer e millat sabzi mandi","31.1337311","73.9770738","0","0","0","0","1","4XMG+FRW, Pattoki, Kasur, Punjab, Pakistan",,"24","Supermarket","2",,"1","4XMG+FRW"
"Mahmmad Umar kariyana store","31.1382749","73.9176227","1","0","0","0","0","4WQ9+825, Jamber, Kasur, Punjab, Pakistan",,"25","Grocery store","5",,"1","4WQ9+825"
"G.M Market","31.1337658","73.915826",,,,,,"Usmania chowk, main Thathi Rd, Jamber, Kasur, Punjab, Pakistan",,"26","Supermarket",,,"0","Usmania chowk, main Thathi Rd"
"HAMID KARYANA STORE JAMBER ADA(حامد کریانہ سٹور جمبر اڈا )","31.1360054","73.9202585","4","0","0","0","0","4WPC+C42, Service Rd, Jamber, Kasur, Punjab, Pakistan",,"27","Grocery store","5",,"4","4WPC+C42, Service Rd"
"Al Farooq karyana","31.1420638","73.8805038","2","0","0","0","0","Kot Raja Not momin, 40450, Pakistan",,"28","Grocery store","5","40450","2","Kot Raja Not momin"
"Javed karyana store","31.125685","73.9212891",,,,,,"4WGC+7GF, Jamber, Kasur, Punjab, Pakistan",,"29","Grocery store",,,"0","4WGC+7GF"
"Moon photocopier & super store","31.1359507","73.9155423","2","0","0","0","0","4WP8+85M, Thathi Rd, Jamber, Kasur, Punjab, Pakistan",,"30","Grocery store","5",,"2","4WP8+85M, Thathi Rd"
"Al-Basit Karyana Store Jamber Khurd","31.1352959","73.9203792","1","0","0","0","0","4WPC+456 ada, Jamber, Kasur, Punjab, Pakistan",,"31","Supermarket","5",,"1","4WPC+456 ada"
"Bismillah Pan Shop Malik Javed","31.139666","73.9198492","9","0","1","0","0","4WQ9+VW9, Service Rd, Jamber, Kasur, Punjab, Pakistan",,"32","Grocery store","4.6",,"10","4WQ9+VW9, Service Rd"
"Tufail Karyana Store","31.1379053","73.9113562",,,,,,"near Qilla Wali Masjid, Kalan, Jamber, Kalan, Punjab 55750, Pakistan",,"33","Grocery store",,"55750","0","near Qilla Wali Masjid"
"MNA Khanzada Mubeen Son's Super Store","31.1375458","73.9200655","7","1","0","1","0","Amin Chowk, Main Bazar Rd, Jamber, Kasur, Punjab, Pakistan",,"34","Supermarket","4.7",,"9","Amin Chowk, Main Bazar Rd"
"Sree Ram janral store","31.1046863","73.8988657",,,,,,"4V3X+VGH narayana khera road, Nai Aabadi, Kasur, Punjab, Pakistan",,"35","Grocery store",,,"0","4V3X+VGH narayana khera road"
"BISMILLAH GENERAL STORE","31.1413995","73.9170657","5","0","0","0","0","4WR8+HR4, Jamber, Kasur, Punjab, Pakistan",,"36","Grocery store","5",,"5","4WR8+HR4"
"M Mansha Grocery store","31.9355411","73.7779345",,,,,,"WQPH+657, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"28","Grocery store",,,"0","WQPH+657"
"Malik Zain Super Store","31.9360481","73.7761967",,,,,,"WQPG+CF8, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"29","Grocery store",,,"0","WQPG+CF8"
"Butt super store bhulair","31.7344153","73.3460692",,,,,,"P8MW+H5X, Bhulair, Nankana Sahib, Punjab, Pakistan",,"1","Grocery store","5",,"6","P8MW+H5X"
"Imran Karyana store Siranwali Chak no 123 RB tehsil Sangla Hill","31.7366744","73.3044685",,,,,,"P8P3+MQ8, Siranwali, Nankana Sahib, Punjab, Pakistan",,"4","Grocery store","4.6",,"17","P8P3+MQ8"
"Madni kiryana store","31.7670254","73.3163394",,,,,,"Q888+RG8, Dugree, Nankana Sahib, Punjab, Pakistan",,"5","Grocery store",,,"0","Q888+RG8"
"محسن کریانہ سٹور۔ Mohsin karyana store","31.7354825","73.3053787",,,,,,"P8P4+55R, Road،, Siranwali, Nankana Sahib, Punjab, Pakistan",,"6","Grocery store","5",,"3","P8P4+55R"
"Hajwery Grocery","31.7208859","73.3797789",,,,,,"P9CH+9W2, Ghulle Bajway Rd, Sangla Hill, Nankana Sahib, Punjab, Pakistan",,"8","Grocery store","5",,"4","P9CH+9W2, Ghulle Bajway Rd"
"MSHAHALLAH KIRYANA STORE","31.7214382","73.3809623",,,,,,"Sangla Hill, Nankana Sahib, Punjab, Pakistan",,"11","Grocery store","4",,"2",
"Bajwa karyana","31.7191723","73.3638176",,,,,,"P997+MG8, Bhulair Rd, Sangla Hill, Faisalabad, Punjab, Pakistan",,"12","Grocery store","5",,"1","P997+MG8, Bhulair Rd"
"Bilal Super Store","31.7188774","73.3767274",,,,,,"P99G+HM5, Muslim Town, Sangla Hill, Nankana Sahib, Punjab, Pakistan",,"13","Grocery store","4",,"3","P99G+HM5"
"KHALIFA JEE'S","31.7141178","73.3711011",,,,,,"P97C+JCX, Shahkot - Sangla Hill Rd, Sangla Hill, Faisalabad, Punjab, Pakistan",,"14","Grocery store","5",,"1","P97C+JCX, Shahkot - Sangla Hill Rd"
"Mian Usman Super Store Bhullair 119","31.7337041","73.3427533",,,,,,"P8MV+F4J, Chahoor Mughlian Rd, Bhullair, Nankana Sahib, Punjab 39600, Pakistan",,"16","Grocery store","4.1","39600","7","P8MV+F4J, Chahoor Mughlian Rd"
"Haji Super Store","31.7433415","73.3868424",,,,,,"P9VP+8PP, Kotli, Nankana Sahib, Punjab, Pakistan",,"17","Supermarket","4.3",,"3","P9VP+8PP"
"Lucky Traders","31.7208142","73.3604734",,,,,,"P9C6+85, Sangla Hill, Nankana Sahib, Punjab, Pakistan",,"18","Grocery store","4.3",,"9","P9C6+85"
"Azhar General Store","31.3565574","74.4668626",,,,,,"9F48+JPH, Lakhori, Lahore, Punjab, Pakistan",,"1","Grocery store","4.9",,"18","9F48+JPH"
"Premier Supermarket","31.468247","74.4505192",,,,,,"152 CCA, DHA Phase 6, Lahore, 54920, Pakistan",,"2","Supermarket","4.9","54920","21","152 CCA"
"Al Hadi Superstore","31.4567218","74.4435092",,,,,,"FC4V+MCJ, Lidher, Lahore, Punjab, Pakistan",,"3","Grocery store","4.3",,"27","FC4V+MCJ"
"ایوب سویٹس اینڈ بیکرز Ayub Sweets and Grocery store","31.3537619","74.4908425",,,,,,"9F3R+R7F, Lakhori, stop, Punjab, Pakistan",,"4","Grocery store","5",,"2","9F3R+R7F"
"Hafiz Super Store","31.4478862","74.3863725",,,,,,"Atta Bakhsh Rd, Bankers Town, Lahore, Punjab, Pakistan",,"5","Supermarket","4.6",,"15","Atta Bakhsh Rd"
"Hamid karyana Store","31.324268","74.5106431",,,,,,"8GF6+P72, Kirka, Kasur, Punjab, Pakistan",,"6","Grocery store","5",,"4","8GF6+P72"
"Fresh hill super market","31.4416098","74.3997931",,,,,,"F Block Block F State Life Phase 1 State Life, Lahore, Punjab 54810, Pakistan",,"7","Grocery store","4.1","54810","22",
"Idrees Sons Super Store","31.3116684","74.4419217",,,,,,"Shah Usman Road, near Saraich Street, Saraich, Lahore, Punjab 53100, Pakistan",,"8","Grocery store","5","53100","2","Shah Usman Road, near Saraich Street"
"Malik General Store ملک جنرل سٹور","31.4583349","74.4311108",,,,,,"FC5J+8CQ, Unnamed Road, Natha Singhwala Natha Singh Wala, Lahore, Punjab, Pakistan",,"9","Discount supermarket","4.7",,"17","FC5J+8CQ, Unnamed Road"
"Hikmah Super Store","31.4421856","74.4299009",,,,,,"CCRH+WX3, Shuhada Town Lahore, Punjab 54000, Pakistan",,"10","Grocery store","3.8","54000","44","CCRH+WX3"
"RISE SUPERMARKET","31.4909029","74.4088983",,,,,,"FCR5+9HC, Bedian Rd, Nadirabad, Lahore, Punjab, Pakistan",,"11","Grocery store","4.2",,"29","FCR5+9HC, Bedian Rd"
"Amir genral store Harpalky","31.4362001","74.4253296",,,,,,"CCPG+F4P, Harpalke, Lahore, Punjab, Pakistan",,"12","Grocery store",,,"0","CCPG+F4P"
"A.S Mart","31.31705","74.3891588",,,,,,"45, Block B Central Park Housing Scheme, Lahore, Punjab, Pakistan",,"13","Grocery store","4.3",,"15","45"
"Umar Super store","31.4120182","74.4865571",,,,,,"Main Bedian Rd, Sharif Pura Heir, Lahore, Punjab, Pakistan",,"14","Supermarket","2.3",,"3","Main Bedian Rd"
"Amir General Store","31.4070817","74.4895699",,,,,,"CF4Q+RRP, Unnamed Road, Mohalla Khdain Wala Heir, Lahore, Punjab, Pakistan",,"15","Grocery store","3.3",,"3","CF4Q+RRP, Unnamed Road"
"Green Mart","31.4527331","74.4371592",,,,,,"FC3P+3RJ Askari Mall, Street 1, Askari 11 Sector B, Lahore, Punjab, Pakistan",,"17","Grocery store","5",,"2","FC3P+3RJ Askari Mall, Street 1"
"Amjad karyana store","31.7178129","73.507771",,,,,,"Unnamed Road, Buttar, Nankana Sahib, Punjab, Pakistan",,"1","Grocery store","5",,"1","Unnamed Road"
"Bhatti karyana store","31.6771557","73.555248",,,,,,"MHG4+V3F, Nawankot, Nankana Sahib, Punjab, Pakistan",,"2","Grocery store","5",,"1","MHG4+V3F"
"Turab Khan Store","31.4077987","74.3695895",,,,,,"C959+4R8, Unnamed Road, Youhanabad, Lahore, Punjab, Pakistan",,"18","Discount supermarket","4.3",,"63","C959+4R8, Unnamed Road"
"Rehmat Super store","31.6955499","73.4950561",,,,,,"MFWW+627, Rizwan Pur, Nankana Sahib, Punjab, Pakistan",,"3","Asian grocery store","5",,"1","MFWW+627"
"Usman e Ghani(R.A) Super Market","31.3565881","74.3706906",,,,,,"Service Road, Old Kahna, Kahna Purana, Lahore, Punjab, Pakistan",,"19","Supermarket","5",,"1","Service Road"
"Malik Arshad karyna store","31.734719","73.5578146",,,,,,"PHM5+V4P, Dhabaan Khurd, Nankana Sahib, Punjab, Pakistan",,"4","Grocery store","5",,"1","PHM5+V4P"
"Aslam Supermarket - Orchard Mall","31.3125032","74.2256857",,,,,,"867G+273, Lahore, Punjab, Pakistan",,"20","Grocery store","4.2",,"43","867G+273"
"Somi super store","31.6591075","73.5239967",,,,,,"MG5F+JHX, Unnamed Road, Bhouru, Nankana Sahib, Punjab, Pakistan",,"5","Grocery store","4.1",,"10","MG5F+JHX, Unnamed Road"
"ASIF SAROYA KARYANA STORE","31.682424","73.5425904",,,,,,"MGJV+X28, Thotian, Nankana Sahib, Punjab, Pakistan",,"6","Grocery store","4.1",,"7","MGJV+X28"
"Lakhan super store and mobile load,packages shop","31.7053258","73.5194733",,,,,,"1 Chak no 24, Singowala, Nankana Sahib, Punjab 39540, Pakistan",,"7","Grocery store","5","39540","2","1 Chak no 24"
"Awais karyana store","31.6958634","73.553625",,,,,,"MT-03 Zulfiqar Stop to Thotian Kalan Road, Thothian Kalan, Nankana Sahib, Punjab, Pakistan",,"8","Grocery store",,,"0","MT-03 Zulfiqar Stop to Thotian Kalan Road"
"Haji nanak","31.7280074","73.576469",,,,,,"PHHG+6H5, Main Bazaar Rd, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"9","Grocery store","5",,"1","PHHG+6H5, Main Bazaar Rd"
"Abdul Malik Kiryana Store","31.7309072","73.5732918",,,,,,"Dhaban Lalanwala Tonga Stand, DK-03 Dhaban Lalanwala Road, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"10","Grocery store","5",,"1","Dhaban Lalanwala Tonga Stand, DK-03 Dhaban Lalanwala Road"
"Mian Super store","31.7268856","73.5773622",,,,,,"PHGG+QW5, Khangah Dogran, Rd, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"11","Supermarket",,,"0","PHGG+QW5, Khangah Dogran, Rd"
"Haroon Traders","31.7309012","73.5746043",,,,,,"PHJF+9R9, Railway Rd, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"12","Supermarket","4.3",,"3","PHJF+9R9, Railway Rd"
"Mian Karyana Store","31.7354343","73.5782613",,,,,,"PHPH+58C, Saeed Nagar Safdarabad, Nankana Sahib, Punjab, Pakistan",,"13","Grocery store","5",,"2","PHPH+58C"
"MASH ALLAH Super Store","31.7340843","73.5770815",,,,,,"PHMG+JRP MASH ALLAH Supar Store, Unnamed Road, Saeed Nagar Safdarabad, Nankana Sahib, Punjab, Pakistan",,"14","Grocery store",,,"0","PHMG+JRP MASH ALLAH Supar Store, Unnamed Road"
"Babar Supper Sotre Safdar Abad","31.7255735","73.57708",,,,,,"PHGG+6RG, Safdarabad, Sheikhupura, Punjab, Pakistan",,"15","Grocery store",,,"0","PHGG+6RG"
"Al-Madina Super Store & Cold Corner","31.7326189","73.5782685",,,,,,"PHMH+28R, Khanqah Dogran Rd, Saeed Nagar Safdarabad, Nankana Sahib, Punjab, Pakistan",,"16","Grocery store","3.5",,"2","PHMH+28R, Khanqah Dogran Rd"
"Nazeer Karyana Store","31.7488483","73.532359",,,,,,"PGXJ+GWQ, Ramgarh, Nankana Sahib, Punjab, Pakistan",,"17","Grocery store","5",,"1","PGXJ+GWQ"
"Babar Ashraf supper store","31.6601686","73.5225225",,,,,,"MG6F+326, Bhouru, Nankana Sahib, Punjab, Pakistan",,"18","Grocery store","4",,"3","MG6F+326"
"Al Aqsa Super Store","31.7092972","73.4307742",,,,,,"PC5J+P86, Humraj Pura, Nankana Sahib, Punjab, Pakistan",,"19","Grocery store","5",,"2","PC5J+P86"
"Chand Kiryana Shop","31.6309427","73.5226894",,,,,,"JGJF+93G, Safdarabad-Shahkot Rd, Nizampura 80RB, Nankana Sahib, Punjab, Pakistan",,"20","Grocery store","5",,"3","JGJF+93G, Safdarabad-Shahkot Rd"
"Noor Karyana Store","31.4387767","74.0698576",,,,,,"C3Q9+GW9, Ayyapur, Sheikhupura, Punjab, Pakistan",,"1","Supermarket","4.1",,"18","C3Q9+GW9"
"MUHAMMAD AQEEL KARYANA STORE","31.4239906","74.0597387",,,,,,"C3F5+HVX, Unnamed Road, Sheikhupura, Punjab, Pakistan",,"2","Grocery store","5",,"2","C3F5+HVX, Unnamed Road"
"M.Mushtaq karyana store","31.4307253","74.0373045",,,,,,"C2JP+7WV, Main bazar, Kot Mehmood, Fatowala, Sheikhupura, Punjab, Pakistan",,"3","Grocery store","5",,"1","C2JP+7WV, Main bazar"
"متین جنرل سٹور","31.4312005","74.0365024",,,,,,"C2JP+FJJ, Kot Mehmood, Fatowala, Sheikhupura, Punjab, Pakistan",,"4","Grocery store","4.7",,"10","C2JP+FJJ"
"Khalid Mehmood Karyana & General Store","31.4319283","74.0213913",,,,,,"C2JC+QHC, Jaranwala Rd Mandi Faizabad, Nankana Sahib, 39470, Pakistan",,"5","Grocery store","5","39470","1","C2JC+QHC, Jaranwala Rd Mandi Faizabad"
"mouzam ali","31.4308202","74.0342453",,,,,,"C2JM+8MH, Kot Mehmood, Fatowala, Nankana Sahib, Punjab, Pakistan",,"6","Grocery store","3.2",,"9","C2JM+8MH"
"Lala Azam market","31.4037626","74.0144165",,,,,,"C237+GQ3, Unnamed Road, Nankana Sahib, Punjab, Pakistan",,"7","Supermarket","1",,"1","C237+GQ3, Unnamed Road"
"1980 kaka shop","31.4123598","74.0466143",,,,,,"C26W+WJ, Fatowala, Sheikhupura, Punjab, Pakistan",,"8","Grocery store","5",,"1","C26W+WJ"
"Safdar ali karyana store Asean Road","31.4334994","74.0201165",,,,,,"Safdar ali karyana store, Asean Road, Mandi Faizabad, Nankana Sahib, Punjab 39470, Pakistan",,"9","Grocery store","5","39470","1","Safdar ali karyana store, Asean Road"
"Ameer Ali Chicken Sale Point","31.4421403","74.0520066",,,,,,"C3R2+VR2, Sheikhupura, Punjab, Pakistan",,"10","Grocery store","5",,"2","C3R2+VR2"
"Chacha gogi store","31.4539203","74.0604061",,,,,,"F336+H56, Kot Mahmood, Sheikhupura, Punjab, Pakistan",,"11","Grocery store","3.3",,"12","F336+H56"
"ALI MOBILE CENTER","31.4312702","74.0371924",,,,,,"C2JP+GV4, Unnamed Rd, Kot Mehmood, Fatowala, Sheikhupura, Punjab, Pakistan",,"12","Grocery store","3.7",,"18","C2JP+GV4, Unnamed Rd"
"Maba Super Store","31.4426379","74.0530229",,,,,,"Dhool, Pakistan",,"13","Grocery store","4.5",,"15","Dhool"
"Shop stop","31.7238188","73.5761156","4","0","0","0","0","PHFG+GCH, سانگلہ روڈ, Safdarabad, Nankana Sahib, Punjab 39540, Pakistan",,"29","Grocery store","5","39540","4","PHFG+GCH, سانگلہ روڈ"
"Qaisar Karyana Store","31.7308406","73.5779474","1","1","0","0","0","PHJH+85P, Ward Number 8 Safdarabad, Nankana Sahib, Punjab, Pakistan",,"30","Grocery store","4.5",,"2","PHJH+85P"
"Arshad Shifa Khana & Centra Super Store","31.4545189","74.0596485",,,,,,"F335+RV2, Kot Mahmood, Sheikhupura, Punjab, Pakistan",,"14","Supermarket","4.1",,"35","F335+RV2"
"Hafiz Gee Super Store","31.7307509","73.5759757","1","0","0","1","0","PHJG+895, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"31","Supermarket","4",,"2","PHJG+895"
"Big seller for Pakistan","31.4329262","74.0067037",,,,,,"C2M4+877, Mirzapur Sheikhupura, Mirza Pur, Nankana Sahib, Punjab, Pakistan",,"15","Supermarket","5",,"1","C2M4+877"
"Utility Store Safdarabad","31.7269064","73.5771229",,,,,,"PHGG+PRF, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"33","Grocery store",,,"0","PHGG+PRF"
"Aslam khan kryana store","31.4413189","74.0509143",,,,,,"C3R2+G9F, Lahore-Jaranwala Rd, Sheikhupura, Punjab, Pakistan",,"16","Grocery store",,,"0","C3R2+G9F, Lahore-Jaranwala Rd"
"Lajpal Sher e Rabbani Shop","31.4407188","74.0509169",,,,,,"Village Dhool, C3V3+5HV Kot Mahmood, Main Jaranwala Road, Sharaqpur, 39460, Pakistan",,"17","Supermarket",,"39460","0","Village Dhool, C3V3+5HV Kot Mahmood, Main Jaranwala Road"
"Go Mart","31.460223","74.2521379",,,,,,"Jutt chowk, Sher ali road, main gate, beside Aitchison society, Lahore, 54770, Pakistan",,"18","Supermarket","4.3","54770","26","Jutt chowk, Sher ali road, main gate, beside Aitchison society"
"Dilber Jalebi Shop","31.7309881","73.5761906","2","0","0","1","0","PHJG+9FW, Railway Rd, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"34","Natural goods store","4.3",,"3","PHJG+9FW, Railway Rd"
"Fraz karyana","31.7255734","73.5770801",,,,,,"PHGG+6RG for girls camps, near govt associate college, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"36","Grocery store",,,"0","PHGG+6RG for girls camps, near govt associate college"
"Sona karyana & garnal store","31.4464356","74.0658809",,,,,,"C3W8+H9C, جڑانوالہ روڈ, Lahore, Sheikhupura, Punjab, Pakistan",,"19","Grocery store","5",,"3","C3W8+H9C, جڑانوالہ روڈ"
"نذیر کریانہ سٹور","31.7255734","73.5770801",,,,,,"PHGG+6RG, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"37","Grocery store",,,"0","PHGG+6RG"
"Ali super store","31.471887","74.1025599",,,,,,"F4C3+Q23, Nai Bheni, Sharaqpur, Sheikhupura, Punjab, Pakistan",,"20","Grocery store","4.5",,"4","F4C3+Q23"
"Hanif Sweet","31.7308693","73.573933","0","0","0","0","1","PHJF+8HV, Railway Rd, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"39","Grocery store","2",,"1","PHJF+8HV, Railway Rd"
"Malik Ramzan Jani Kariana Merchant","31.7309664","73.5768515","1","0","0","1","0","PHJG+9PQ, Zaildaran Wali Gali, Ward Number 8 Safdarabad, Nankana Sahib, Punjab, Pakistan",,"40","Grocery store","4",,"2","PHJG+9PQ, Zaildaran Wali Gali"
"H k store","31.1704734","73.8185328",,,,,,"5RC9+5CM, Sarai Mughal, Kasur, Punjab, Pakistan",,"1","Grocery store","5",,"1","5RC9+5CM"
"Mian Saeed Pan Shop","31.4308414","74.0375193","6","1","0","1","1","C2JQ+82J, Kot Mehmood, Fatowala, Sheikhupura, Punjab, Pakistan",,"22","Grocery store","4.3",,"9","C2JQ+82J"
"M.S Super Store","31.1766788","73.8110279",,,,,,"5RG6+MCC, Sarai Mughal, Kasur, Punjab, Pakistan",,"2","Supermarket","5",,"1","5RG6+MCC"
"Munawar General Store & Sweet Shop","31.4312585","74.0059432","4","0","0","0","0","Tehsil &, Jaranwala Rd, Mirza Pur, Mandi Faizabad, Mirzapur, Nankana Sahib, 39470, Pakistan",,"31","Supermarket","5","39470","4","Tehsil &, Jaranwala Rd, Mirza Pur, Mandi Faizabad"
"Habib karyana store","31.1708059","73.8184208",,,,,,"5RC9+89F, Sarai Mughal, Kasur, Punjab, Pakistan",,"3","Grocery store","5",,"1","5RC9+89F"
"Assad kryana store","31.18833","73.7910534",,,,,,"5QQR+8CM, Unnamed Road, Gillanwala, Kasur, Punjab, Pakistan",,"4","Grocery store","5",,"3","5QQR+8CM, Unnamed Road"
"Dr. Munsab grocery store","31.4298726","74.0054276",,,,,,"C2H4+W5V, Unnamed Road, Mirzapur Sheikhupura, Mirza Pur, Nankana Sahib, Punjab, Pakistan",,"34","Grocery store",,,"0","C2H4+W5V, Unnamed Road"
"Kanjar Market","31.1908417","73.7986559",,,,,,"5QRX+8FJ, Jaja Kalan, Kasur, Punjab, Pakistan",,"5","Grocery store","5",,"2","5QRX+8FJ"
"مرتضائی کریانہ سٹور","31.4122294","74.0453883",,,,,,"گاؤں ٹھٹھہ بامیان, Sharaqpur, Sheikhupura, Punjab, Pakistan",,"37","Grocery store",,,"0","گاؤں ٹھٹھہ بامیان"
"Muhammad Imran Akbar","31.1717828","73.8179459",,,,,,"5RC9+P58, Bai Pheru to Halla Rd, Sarai Mughal, Kasur, Punjab, Pakistan",,"6","Grocery store",,,"0","5RC9+P58, Bai Pheru to Halla Rd"
"Khan karyana store خان کریانہ سٹور","31.1501652","73.8137537",,,,,,"Katar Mal, Kasur, Punjab, Pakistan",,"7","Grocery store","5",,"1",
"Ismail nambardar","31.1383816","73.7796371",,,,,,"No street Kasur, Pattoki, Kasur, Punjab 55300, Pakistan",,"8","Grocery store","5","55300","1","No street Kasur"
"BismiAllah Super Store","31.2102004","73.9485448",,,,,,"6W6X+3CM, Multan Rd, Phool Nagar, Kasur, Punjab, Pakistan",,"9","Grocery store","5",,"2","6W6X+3CM, Multan Rd"
"Sadiq kryana Store","31.13868","73.8347819",,,,,,"4RQM+FWF, Kasur, Punjab, Pakistan",,"11","Grocery store",,,"0","4RQM+FWF"
"Rana Ibrar Road","31.1653493","73.8585057",,,,,,"Rana, ibrar, Kasur, Punjab, Pakistan",,"13","Grocery store","2.8",,"5","Rana"
"Karma Wala karyana Store","31.1227042","73.7280291",,,,,,"4PFH+26Q, Shahrah-e-Quaid-e-Azam Rd, Halla, Kasur, Punjab, Pakistan",,"14","Grocery store","5",,"2","4PFH+26Q, Shahrah-e-Quaid-e-Azam Rd"
"NISAR MARKET HALLA MANAIS","31.1206592","73.7291669",,,,,,"Shahrah-e-Quaid-e-Azam Rd, Halla, Kasur, Punjab, Pakistan",,"15","Discount supermarket","2.5",,"2","Shahrah-e-Quaid-e-Azam Rd"
"Bagdad super store","31.1189913","73.7299292",,,,,,"4P9H+HXV, Shahrah-e-Quaid-e-Azam Rd, Halla, Kasur, Punjab, Pakistan",,"16","Supermarket","3.7",,"3","4P9H+HXV, Shahrah-e-Quaid-e-Azam Rd"
"Shan super store","31.2069683","73.9416096",,,,,,"6W4R+QJQ, Phool Nagar, Kasur, Punjab, Pakistan",,"17","Supermarket","4.7",,"6","6W4R+QJQ"
"Taj store","31.1255277","73.8530781",,,,,,"4VG3+668 haji bhury, Shahbaz Khan Rd, Rore, Kasur, Punjab, Pakistan",,"18","Grocery store","5",,"7","4VG3+668 haji bhury, Shahbaz Khan Rd"
"Liaqat Supper Store","31.491575","73.6681993",,,,,,"Village, Parray Wali, Nankana Sahib, Punjab, Pakistan",,"19","Supermarket","4.8",,"24","Village"
"Fatima Mart","31.0327421","73.8561674",,,,,,"2VM4+3FV, Multan Lahore Rd, Pattoki, Kasur, Punjab, Pakistan",,"20","Supermarket","3.9",,"11","2VM4+3FV, Multan Lahore Rd"
"Baba Genral Store","31.1766788","73.8110279",,,,,,"5RG6+MCC, Sarai Mughal, Kasur, Punjab, Pakistan",,"27","Shop supermarket furniture store",,,"0","5RG6+MCC"
"Shahid Super Market","31.1133862","74.1252414",,,,,,"447G+935, Unnamed Road, Nathoki, Kasur, Punjab, Pakistan",,"1","Grocery store","5",,"2","447G+935, Unnamed Road"
"Sweet Jutt Karyana Store","31.1299278","74.1135728",,,,,,"44H7+XCG, Bohar, Kasur, Punjab, Pakistan",,"2","Grocery store","4.6",,"5","44H7+XCG"
