"reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","categoryName","location/lat","location/lng","totalScore","street","price","address","postalCode","title","reviewsCount"
,,,,,"High school","31.245322","74.2163028",,"Mian Jee, Abdullah Rd",,"Mian Jee, Abdullah Rd, Raiwind, Kasur, Punjab 55150, Pakistan","55150","Challenge Grammar High School(Head office)","0"
,,,,,"School","31.6790273","73.6212201",,"MJHC+MF",,"MJHC+MF, Pakka Dalla, Nankana Sahib, Punjab, Pakistan",,"BISMILLAH Khizar Hayat Toor Farm house Wayanwali","0"
,,,,,"Cricket ground","31.6981915","73.5763732",,"MHXG+7GH",,"MHXG+7GH, Nawan Pind, Kambohwan, Nankana Sahib, Punjab, Pakistan",,"Govt High School Ground","0"
,,,,,"Middle school","30.9124063","73.8910965","5",,,"Kandu Ranggar, Kasur, Punjab, Pakistan",,"Govt Girls Elementary School","1"
,,,,,"Primary school","30.9104185","73.8483686","5","WR6X+589",,"WR6X+589, Kot Bagga, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","1"
,,,,,"Middle school","30.8886147","73.8952337",,"VVQW+C3X",,"VVQW+C3X, Gidpur, Kasur, Punjab, Pakistan",,"Govt Girls Elementary School","0"
,,,,,"Primary school","30.8822554","73.8794973","5","VVJH+WQ5",,"VVJH+WQ5, Kanduwala, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","1"
,,,,,"Primary school","30.88901","73.8944352","5","VVQV+JQ3",,"VVQV+JQ3, Gidpur, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","1"
,,,,,"Elementary school","30.8687781","73.8898262","3","VV9Q+GW8",,"VV9Q+GW8, Chunian, Kasur, Punjab, Pakistan",,"Govt Elementry School (Kot Muhammad Deen Arain)","2"
,,,,,"School","30.8689453","73.8939461","5","VV9V+HHG",,"VV9V+HHG, Chunian, Kasur, Punjab, Pakistan",,"Allama Iqbal School Cheena Hithar","1"
,,,,,"High school","30.9029609","73.868377","5","WV39+68H",,"WV39+68H, Shamsabad Kasur, Kasur, Punjab, Pakistan",,"Ghs Shamas Abad","3"
,,,,,"School","30.8883341","73.8934137","5","VVQV+89M",,"VVQV+89M, Gidpur Kasur, Kasur, Punjab, Pakistan",,"Ideal School Boys And Girls","2"
,,,,,"Middle school","30.9015205","73.8653487",,"WV28+J45, Shamasabad, _Choudrian kot Road",,"WV28+J45, Shamasabad, _Choudrian kot Road, Shamsabad, Kasur, Punjab, Pakistan",,"GOVT GIRLS MIDDLE SCHOOL","0"
,,,,,"School","30.8886207","73.896376","3.6","Chunian Rd",,"Chunian Rd, Gidpur, Kasur, Punjab, Pakistan",,"Gidpur High School Boys","5"
,,,,,"Primary school","30.9153498","73.8898005",,"WV8Q+4WM",,"WV8Q+4WM, Kandu Ranggar, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"School","30.8887807","73.8954904","2","VVQW+G59",,"VVQW+G59, Gidpur, Kasur, Punjab, Pakistan",,"Girls High School","2"
,,,,,"School","30.9323555","73.907617","5","WWJ5+W2X",,"WWJ5+W2X, Kandu Khara, Kasur, Punjab, Pakistan",,"Shaheen Public High School kandu khara","4"
,,,,,"Primary school","30.9031529","73.9148847",,"WW37+7X6",,"WW37+7X6, Baharwal, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
"1","0","0","0","0","School","30.8898708","73.8939673","5","VVQV+WHW, Unnamed Road",,"VVQV+WHW, Unnamed Road, Gidpur, Kasur, Punjab, Pakistan",,"Ch Allah ditta jutt","1"
,,,,,"Primary school","30.9065458","73.9167022",,"WW48+JM8",,"WW48+JM8, Baharwal, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
"3","0","0","0","0","School","30.8704166","73.8806789","5","VVCJ+577 Kot Haji Imam Din Ada Chinha Hithar",,"VVCJ+577 Kot Haji Imam Din Ada Chinha Hithar, Dhakku, Kasur, Punjab, Pakistan",,"Jamia tul madina madrisa tul madina fazian e fatima ul Zahra lilbenaat","3"
,,,,,"School","30.8898265","73.8963995",,"Street No. 2",,"Street No. 2, Gidpur Kasur, Kasur, Punjab, Pakistan",,"Future Vision Educational Institute Gidpur","0"
,,,,,"School","30.9036968","73.8674856",,"WV38+FXH",,"WV38+FXH, Shamsabad Kasur, Kasur, Punjab, Pakistan",,"Sir A.D tution center","0"
,,,,,"School","30.8898792","73.8951506",,"VVQW+X32",,"VVQW+X32, Gidpur, Kasur, Punjab, Pakistan",,"jamiya masjed ya rasolalah","0"
,,,,,"Water filter supplier","30.9031037","73.8684488",,"near govt high school",,"near govt high school, Shamsabad, Kasur, Punjab, Pakistan",,"Water filter plant","0"
,,,,,"Primary school","31.0606588","74.5639428","5","3H67+7H8",,"3H67+7H8, Rejiwala Araian, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","3"
,,,,,"Primary school","31.0502113","74.501401","5","3G22+3HJ",,"3G22+3HJ, Sanda Chistana, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","1"
,,,,,"Primary school","31.0505301","74.5015203","5","Government Girls school",,"Government Girls school, Sanda Chistana, Kasur, Punjab, Pakistan",,"Govt Girls Community Model School","1"
,,,,,"Primary school","31.0891356","74.5369282","5","3GQP+MQ3",,"3GQP+MQ3, Ladheke, Kasur, Punjab, Pakistan",,"Govt Girls Primary School, Ladheke","1"
,,,,,"Boys' high school","31.0694249","74.5734119","5","3H9F+Q97",,"3H9F+Q97, Shaikhpura Nau, Kasur, Punjab, Pakistan",,"Govt High School","1"
,,,,,"Primary school","31.0933405","74.5286374","4","3GVH+8FJ",,"3GVH+8FJ, Rohiwal, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","1"
,,,,,"School","31.0630433","74.5311483","5","3G6J+V3G",,"3G6J+V3G, Bhedian Kalan, Kasur, Punjab, Pakistan",,"Arooj public school","3"
,,,,,"Middle school","31.0752135","74.4908854",,"3FGR+39J",,"3FGR+39J, Maan, Kasur, Punjab, Pakistan",,"Govt Elementary School (Boys)","0"
,,,,,"School","31.0723086","74.4905046","5","3FCR+W6C",,"3FCR+W6C, Maan, Kasur, Punjab, Pakistan",,"New Ideal Public School (Maan)","1"
,,,,,"School","31.0479698","74.4989886","5","2FXX+5HQ",,"2FXX+5HQ, Sanda Chistana, Kasur, Punjab, Pakistan",,"MC Boys High School","2"
,,,,,"School","31.0524242","74.5064103","4.5","3G24+XH7, Sanda Rd",,"3G24+XH7, Sanda Rd, Kasur, Punjab, Pakistan",,"Javad public school","2"
,,,,,"Primary school","31.0602083","74.550454","1","3H62+35P",,"3H62+35P, Sultan Shahwala, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","1"
,,,,,"Middle school","31.0300983","74.4949045","5","2FJV+2XJ",,"2FJV+2XJ, Burj Kalan, Kasur, Punjab, Pakistan",,"Govt Girls Elementary School","1"
,,,,,"Primary school","31.0674018","74.4956596",,"3F8W+X77",,"3F8W+X77, Bhedian - Nai Basti, Kasur, Punjab, Pakistan",,"Govt Model Primary School","0"
,,,,,"Primary school","31.0931695","74.5286365",,"3GVH+7F6, Unnamed Road",,"3GVH+7F6, Unnamed Road, Rohiwal, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"Primary school","31.0740114","74.5595258",,"3HF5+JR2",,"3HF5+JR2, Shaikpur Kuhna, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"Middle school","31.1033999","74.4824618","5","Qasair Gharh",,"Qasair Gharh, Qaisargarh, Kasur, Punjab, Pakistan",,"Govt Elementary School (Boys)","2"
,,,,,"Primary school","31.0678228","74.5751603",,"3H9G+43F",,"3H9G+43F, Shaikhpura Nau, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"Primary school","31.0778403","74.5854112","5","3HHP+45M",,"3HHP+45M, Kamalpura Nau, Kasur, Punjab, Pakistan",,"Govt Primary Boys School","1"
,,,,,"School","31.0351059","74.4885842","5","2FPQ+2CW",,"2FPQ+2CW, Burj Kalan, Kasur, Punjab, Pakistan",,"St. Peters School, Starfish Pakistan","1"
,,,,,"School","31.5873227","73.8236298","5","HRPF+WFC, Feroze Wattan Faisalabad Rd",,"HRPF+WFC, Feroze Wattan Faisalabad Rd, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Allied School Al Azeem Campus Ferozwattwan","1"
,,,,,"School","31.5817836","73.8129677","4.7","0.5 KM Warburton Road, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"0.5 KM Warburton Road, Feroze Wattwan, Sheikhupura, Punjab, Pakistan, Pakistan",,"Sapphire School of Learning (SSL)","28"
,,,,,"School","31.5914643","73.8122898",,"Feroze wattowan Feroze wattowan",,"Feroze wattowan Feroze wattowan, Sheikhupura, 39181, Pakistan","39181","Muslim shaheen Elementary School","0"
,,,,,"School","31.565936","73.7648011","5","HQ87+9WF",,"HQ87+9WF, Walgan Sohail, Sheikhupura, Punjab, Pakistan",,"Govt Elementary School for boys Walgan Sohail","1"
,,,,,"School","31.5945787","73.8182065",,,,"Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"The Gate Of Knowledge school","0"
,,,,,"School","31.585144","73.829346","5","HRPH+3P5, Ghullah Bazar Rd",,"HRPH+3P5, Ghullah Bazar Rd, Ghullah Wattwan, Sheikhupura, Punjab, Pakistan",,"Decent Public School","3"
,,,,,"School","31.5781245","73.7625346",,"HQH7+62V",,"HQH7+62V, کوٹ اللہ دتہ, Nankana Sahib, Punjab, Pakistan",,"Government Girls Primary School","0"
,,,,,"School","31.6012138","73.8169698","5","JR28+FQQ",,"JR28+FQQ, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"TCF School Ferozwatwan","3"
,,,,,"Middle school","31.5832449","73.7528095",,"HQM3+74V, Lahore - Sheikhupura - Faisalabad Rd",,"HQM3+74V, Lahore - Sheikhupura - Faisalabad Rd, Taali Chak, Sheikhupura, Punjab, Pakistan",,"Government comprehensive higher secondary school shakhupura","0"
,,,,,"School","31.5933824","73.8182169","4","HRV9+974، Makki road, Feroze Wattwan, Lahore - Sheikhupura - Faisalabad Rd",,"HRV9+974، Makki road, Feroze Wattwan, Lahore - Sheikhupura - Faisalabad Rd, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Makkah Model School System - MMS Feroze wattwan","6"
,,,,,"School","31.5887124","73.820529",,"HRQC+F6J Feroze Wattan, Faisalabad Road",,"HRQC+F6J Feroze Wattan, Faisalabad Road, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Razia Ideal School","0"
,,,,,"School","31.5923861","73.8182496",,"HRR9+X75, Makki road, Feroze Wattwan،, Lahore - Sheikhupura - Faisalabad Rd",,"HRR9+X75, Makki road, Feroze Wattwan،, Lahore - Sheikhupura - Faisalabad Rd, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Dar e aram school","0"
,,,,,"High school","31.6011268","73.8252336","5","Jhanda, Jinnah Model High School, near Masjid Qasdia",,"Jhanda, Jinnah Model High School, near Masjid Qasdia, Walgan, Sheikhupura, Punjab, Pakistan",,"Jinnah Model High School Walgan Jhanda Ferzewattwan","2"
,,,,,"School","31.5650891","73.7634113",,"HQ87+29M",,"HQ87+29M, Walgan Sohail, Sheikhupura, Punjab, Pakistan",,"Govt Girls School","0"
,,,,,"School","31.583953","73.832954",,"Sham Usama House, Ghullah Bazar Rd",,"Sham Usama House, Ghullah Bazar Rd, Ghullah Wattwan, Sheikhupura, Punjab, Pakistan",,"Government school","0"
,,,,,"Girls' high school","31.5901692","73.8117696","4.3","HRR6+3P6",,"HRR6+3P6, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Government Girls High School","4"
,,,,,"High school","31.5754477","73.7518011","2","HQG2+5PF",,"HQG2+5PF, Lagar, Nankana Sahib, Punjab, Pakistan",,"Ali Islamia Model school","1"
,,,,,"High school","31.5901274","73.8172484","4.7","HRQ8+MPV, Satrit nambar 1, Service Rd",,"HRQ8+MPV, Satrit nambar 1, Service Rd, Feroze Wattwan, Sheikhupura, Punjab 25255, Pakistan","25255","Govt. High School Feroze Wattwan","17"
"7","0","0","0","1","School","31.0548125","74.5471406","4.6","3G3W+WVC, Mahalam",,"3G3W+WVC, Mahalam, Kalan, Kasur, Punjab, Pakistan",,"Govt High School Mahalam Kalan","8"
,,,,,"High school","31.5893972","73.819731","5","near Lucky Pump PSO",,"near Lucky Pump PSO, Feroze Wattwan, Sheikhupura, Punjab 39180, Pakistan","39180","Taqwa English Grammar School, Feroze Wattwan","1"
"1","0","0","0","0","School","31.0433997","74.5157501","5","2GV8+982",,"2GV8+982, Kasur, Punjab, Pakistan",,"Government High School Boys Ganda Singh Wala","1"
,,,,,"School","31.5938853","73.8188206","3.7","HRV9+HG4",,"HRV9+HG4, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Makkah Model School For Boys","3"
,,,,,"High school","31.0739055","74.5857287",,"3HFP+H79 kohan, Rd",,"3HFP+H79 kohan, Rd, kamalpura, Sehjra, Kasur, Punjab, Pakistan",,"SOS school","0"
,,,,,"Educational institution","31.0616053","74.5256286",,"3G6G+J7R",,"3G6G+J7R, Bhedian Kalan, Kasur, Punjab, Pakistan",,"GOVT Elementary school bhedian kalan","0"
"1","0","0","0","0","Girls' high school","31.0760524","74.4895041","5","3FGQ+CRC",,"3FGQ+CRC, Maan, Kasur, Punjab, Pakistan",,"Govt Girls High School","1"
,,,,,"High school","31.0909271","74.5347901",,"3GRM+9WF, Outside",,"3GRM+9WF, Outside, Rohiwal, Kasur, Punjab, Pakistan",,"The Education Concern School","0"
,,,,,"Elementary school","31.5629126","73.7392676",,"HP7Q+5P",,"HP7Q+5P, Walgan Sohail, Nankana Sahib, Punjab, Pakistan",,"Government School walgan Cherkan","0"
"2","0","1","0","0","School","31.5670461","73.8487016","3.7","HR8X+RF8",,"HR8X+RF8, Nankana Sahib, Punjab, Pakistan",,"Govt Primary School, Kot Nawab Khan","3"
,,,,,"High school","31.0487867","74.4980324",,"2FXX+G67",,"2FXX+G67, Sanda Chistana, Kasur, Punjab, Pakistan",,"Iqra Model High School","0"
"1","0","0","0","0","Educational institution","31.0557876","74.5446393","5","3G4V+8V6",,"3G4V+8V6, Mahlem Kalan, Kasur, Punjab, Pakistan",,"Kinz-ul-Iman High School of Quran & Science","1"
,,,,,"School","31.0461312","74.4990954",,"2FWX+FJ5, Road",,"2FWX+FJ5, Road, Sanda, Burj Kalan, Kasur, Punjab, Pakistan",,"Dafodils school system sanda","0"
,,,,,"School","31.0548995","74.5444522",,"Village Mahalam Kalan Basti Muhammad Pura",,"Village Mahalam Kalan Basti Muhammad Pura, Kasur, 55050, Pakistan","55050","GRS Memorial High School","0"
,,,,,"School","31.0431542","74.5154504",,"2GV8+758, Kasur - Ganda Singh Wala Road",,"2GV8+758, Kasur - Ganda Singh Wala Road, Kasur, Punjab, Pakistan",,"Govt higher secondary School","0"
,,,,,"School","31.0542485","74.5077612",,"Sanda phatak, Main road",,"Sanda phatak, Main road, Dist, Kasur, Pakistan",,"Dar e Arqam school","0"
,,,,,"Girls' high school","31.0544903","74.5416033",,"3G3R+QJX",,"3G3R+QJX, Mahlem Kalan, Kasur, Punjab, Pakistan",,"Govt Girls High School","0"
,,,,,"School","31.5989963","73.8149863",,"HRX7+HXX",,"HRX7+HXX, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Govt Girls Primary School Muhala Tufail, Feroz Wattwan","0"
"1","0","0","0","0","Primary school","31.5982643","73.7623457","5","HQX6+8X",,"HQX6+8X, Jhalar Maharan, Sheikhupura, Punjab, Pakistan",,"Govt girls primary Gunji jhalar","1"
"0","1","1","1","0","School","31.5886479","73.8113411","2.7",,,"Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Al-Noor Model School","3"
,,,,,"School","31.5641674","73.7667055",,"Walgon sohail",,"Walgon sohail, Walgan Sohail, Nankana Sahib, Punjab, Pakistan",,"New superior Shafiq Model Accademy and School System","0"
,,,,,"School","31.5915912","73.8239153",,"Khewat No 81, Khatooni No 2964, Faisalabad, Sheikhupura - Mangtanwala Rd",,"Khewat No 81, Khatooni No 2964, Faisalabad, Sheikhupura - Mangtanwala Rd, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Hammad Prince","0"
,,,,,"College","31.5890436","73.8106947",,"HRQ6+J6",,"HRQ6+J6, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Dar ul Islam School and College Academy Ferozewattwan(دارالاسلام سکول اینڈ کالج اکیڈمی فیروزوٹواں)","0"
,,,,,"School","31.5942764","73.7885677",,"Street #10 muhammad pura faisalabad Faisal abad",,"Street #10 muhammad pura faisalabad Faisal abad, 38000, Pakistan","38000","Almadina Online Qur'an academy","0"
,,,,,"School","31.5882162","73.7383841",,"HPQQ+GGR School",,"HPQQ+GGR School, Wadi Umtryanwali, Sheikhupura, Punjab 39170, Pakistan","39170","Faran Leader Ship School Wara Imam Din Sharqi","0"
,,,,,"Educational institution","31.5861913","73.8131097",,,,,,"Taqwa English Grammar School, Froze Watwan","0"
,,,,,"Primary school","31.5448029","74.571731","4","GHVC+WMH, Unnamed Road",,"GHVC+WMH, Unnamed Road, Lahore, Punjab, Pakistan",,"Govt Girls Primary School Pudhy","1"
,,,,,"School center","31.5901849","73.8118226",,"Mohala Ahmed Khan",,"Mohala Ahmed Khan, Sheikhupura, Punjab 39420, Pakistan","39420","Madrasa Taalem-ul-Quran","0"
,,,,,"School","31.5755327","73.8301437",,"HRGJ+636",,"HRGJ+636, Bhikhi, Sheikhupura, Punjab, Pakistan",,"Hazara shumali mianwali","0"
"1","1","0","0","0","School","31.5908314","73.8087325","4.5","HRR5+8FQ",,"HRR5+8FQ, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"مرکزجامعہ عثمانیہ اہل حدیث","2"
,,,,,"School","31.5076065","74.5753986","3.5","GH5G+25R",,"GH5G+25R, Maujoke Lahore, Maujoke, Lahore, Punjab, Pakistan",,"Government Primary School Maujoke","2"
,,,,,,"31.5862585","73.7510568",,"Faisalabad road",,"Faisalabad road, Taali Chak, Sheikhupura, Punjab, Pakistan",,"Govt Primery School Taani chak","0"
,,,,,"Primary school","31.5039627","74.5633942","4.7","GH37+H9J, Unnamed Road",,"GH37+H9J, Unnamed Road, Karanke, Lahore, Punjab, Pakistan",,"GGPS Karanke","3"
"0","1","0","1","0","Playground","31.59663","73.8143297","3.5","HRW7+MP4",,"HRW7+MP4, Feroze Wattwan, Sheikhupura, Punjab, Pakistan",,"Haji Wala School","2"
,,,,,"Elementary school","31.5054306","74.5622865","3","GH46+5V",,"GH46+5V, Karanke, Lahore, Punjab, Pakistan",,"Tcf Primary School Soiyan Khurd","1"
,,,,,"Education center","31.589893","73.8125685",,"tehsil, masjid mubarik adda feroze wattwan, and",,"tehsil, masjid mubarik adda feroze wattwan, and, Sheikhupura, 39350, Pakistan","39350","Bright way tution centre","0"
,,,,,"Elementary school","31.5526963","74.5890341","5","HH3Q+3J",,"HH3Q+3J, Chandher, Lahore, Punjab, Pakistan",,"GPS Chandhair","2"
,,,,,"Elementary school","31.555776","74.600204","3","HJ42+83 Thehpura",,"HJ42+83 Thehpura, Pakistan",,"GPS Theh Pura","1"
,,,,,"Elementary school","31.5585406","74.5796984","3","HH5H+CV",,"HH5H+CV, Bara Dari, Lahore, Punjab, Pakistan",,"GPS Bara Dari","1"
,,,,,"Elementary school","31.504153","74.557066","5","GH34+MR",,"GH34+MR, Karanke, Lahore, Punjab, Pakistan",,"GPS Soyian Kalan","2"
,,,,,"Primary school","31.4924625","74.5817969","5","FHRJ+XPM",,"FHRJ+XPM, Lallo Lahore, Lallo, Lahore, Punjab, Pakistan",,"Govt Primary School (Boys)","2"
,,,,,"School","31.526242","74.5465746","5","GGGW+FJW",,"GGGW+FJW, Manhala, Lahore, Punjab, Pakistan",,"Govt. Primary School Manhala Khurd","1"
,,,,,"School","31.5642344","74.5721708","5","HH7C+MVV",,"HH7C+MVV, Narwar Lahore, Punjab, Pakistan",,"Al Hassan Model School","4"
,,,,,"School","31.5281288","74.5819028",,"GHHJ+7Q2",,"GHHJ+7Q2, Bhaini Kalan Bhaini Sandhuwan, Lahore, Punjab, Pakistan",,"Govt Primary School Bhaini Sandhuwan","0"
,,,,,"Higher secondary school","31.5290604","74.5426274","4.3","GGHV+J3C",,"GGHV+J3C, Manhala, Lahore, Punjab, Pakistan",,"Government Girls Higher Secondary School","13"
,,,,,"Elementary school","31.5700316","74.5852117","2.5","HHCP+76R, Road",,"HHCP+76R, Road, Sahanke, Lahore, Punjab, Pakistan",,"Govt Primary School Sahankay Lahore","2"
,,,,,"School","31.5745669","74.503676","4.9","HGF3+RFF",,"HGF3+RFF, Wara, Lahore, Punjab, Pakistan",,"Govt Girls Primary School","26"
,,,,,"Elementary school","31.564212","74.5673824","3.5","HH78+PX6, Road",,"HH78+PX6, Road, Narwar Lahore, Punjab, Pakistan",,"GGES Narwar","2"
,,,,,"High school","31.1501875","74.2314375","4.7","562J+3HF, Matta",,"562J+3HF, Matta, Kot Radha Kishan, Kasur, 55140, Pakistan","55140","The Reformer school","3"
,,,,,"School","31.1711655","74.1047514","5","54C3+FW6",,"54C3+FW6, Haider Colony, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"The Alpha School","1"
,,,,,"Primary school","31.1094232","74.1889282","5","455Q+QH7",,"455Q+QH7, Chhina, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","1"
,,,,,"School","31.130594","74.20865","5","46J5+6FJ",,"46J5+6FJ, Aulakh Uttar, Kasur, Punjab, Pakistan",,"Government High School Olakh Uttar گورنمنٹ ہائی اسکول اولکھ اوتاڑ","6"
,,,,,"Middle school","31.1197147","74.1616704","5","4596+VMM",,"4596+VMM, Chhina Arla, Kasur, Punjab, Pakistan",,"Govt Girls Elementary School","1"
,,,,,"School","31.1501345","74.1659663","5","5528+394",,"5528+394, Handal, Kasur, Punjab, Pakistan",,"Islamia model high School Handal","1"
,,,,,"Primary school","31.133207","74.1646265","5","45M7+7VJ, Unnamed Road",,"45M7+7VJ, Unnamed Road, Rawal Jhanger, Kasur, Punjab, Pakistan",,"Govt Girls Community Model School","1"
,,,,,"Middle school","31.1328645","74.155716","4.7","45M4+47W",,"45M4+47W, Rawal Jhanger, Kasur, Punjab, Pakistan",,"Govt Elementary School (Boys), Rawal Jhanger","3"
,,,,,"Primary school","31.1256882","74.2200106","5","46GC+72C",,"46GC+72C, Aulakh Uttar, Kasur, Punjab, Pakistan",,"Govt Girls Primary School, Aulakh Uttar","1"
,,,,,"Primary school","31.1387141","74.2333037","3.3","46QM+F8M",,"46QM+F8M, Sidhupura, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys), SANGAT SINGH WALA","16"
,,,,,"High school","31.1073862","74.1893327","4.5","454Q+XP4",,"454Q+XP4, Chhina, Kasur, Punjab, Pakistan",,"Azhar Model High School","2"
,,,,,"School","31.0898506","74.1371825","5","34QP+WVV",,"34QP+WVV, Ratti Pindi, Kasur, Punjab, Pakistan",,"Suffa Public School and College","1"
,,,,,"Primary school","31.1420858","74.1864424","5","45RP+RHP",,"45RP+RHP, Handal, Kasur, Punjab, Pakistan",,"Govt Girls Primary School, MARALI OTTAR","1"
,,,,,"Educational institution","31.1665228","74.1067647","4.2","5484+JP2",,"5484+JP2, Mohalla Kot Maniyaan, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"Dar e Arqam School","23"
,,,,,"School","31.1081697","74.1883021","3","455Q+787",,"455Q+787, Chhina, Kasur, Punjab, Pakistan",,"Dar e arqum schools chhina ottar","2"
,,,,,"School","31.1010321","74.1645685","5","4527+CR8",,"4527+CR8, Kot Salkhan, Kasur, Punjab, Pakistan",,"GOVT. BOYS ELEMENTARY SCHOOL MAHEEN MAR","3"
,,,,,"School","31.1314619","74.2103355",,,,"Aulakh Uttar, Kasur, Punjab 55050, Pakistan","55050","Al-Kareem Public High School","0"
,,,,,"Primary school","31.1420874","74.1869376","5","45RP+RQP, Unnamed Road",,"45RP+RQP, Unnamed Road, Handal, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys), MURALI OTTAR","1"
,,,,,"School","31.1863633","74.2019317","5","Village Bhamba Kalan",,"Village Bhamba Kalan, Kot Radha Kishan, distik Kasur, Punjab 55180, Pakistan","55180","New Jinnah public school Bhamba","10"
"6","1","3","1","0","School","31.5249951","74.5481751","3.6","GGFX+X7V",,"GGFX+X7V, Lahore, Punjab, Pakistan",,"TCF High Sec School Manhala (Girls)","11"
,,,,,"School","31.5249951","74.5481751",,"GGFX+X7V Minhala",,"GGFX+X7V Minhala, Kalan, Lahore, Punjab, Pakistan",,"Learning public school Minhala Kalan","0"
,,,,,"Primary school","31.5233327","74.5510419",,"GHF2+8C",,"GHF2+8C, Manhala, Lahore, Punjab, Pakistan",,"TCF primary school Dr Amir ul din Campus","0"
,,,,,"High school","31.5281212","74.5449142",,"GGHV+6XV",,"GGHV+6XV, Manhala, Lahore, Punjab, Pakistan",,"Euro Kidz School Lahore","0"
,,,,,"Primary school","31.5209556","74.5506805",,"GHC2+97M Minhala",,"GHC2+97M Minhala, Lahore, Punjab, Pakistan",,"TCF Primary School Manhala (Boys)","0"
,,,,,"School","31.5214653","74.5499071",,"GGCX+JX2",,"GGCX+JX2, Manhala, Lahore, Punjab, Pakistan",,"EFA School Manhala","0"
,,,,,"School","31.5268115","74.5460508",,"MINHALA KALAN",,"MINHALA KALAN, Manhala, Lahore, Punjab, Pakistan",,"BRIGHT FUTURE SCHOOL","0"
,,,,,"School","31.5228333","74.5505922",,"GHF2+8C",,"GHF2+8C, Manhala, Lahore, Punjab, Pakistan",,"United School Manhala (Zahoor Campus)","0"
"1","0","0","0","0","School","31.1451434","74.1395689","5","44WQ+3R4, Entrance Road, Tarkhanan Da Wara, Tehsil Distt. Kasur",,"44WQ+3R4, Entrance Road, Tarkhanan Da Wara, Tehsil Distt. Kasur, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"Govt. Primary School Wara tarkhana Wala","1"
,,,,,"School","31.1465047","74.1422013",,"44WR+JV4, Unnamed Road",,"44WR+JV4, Unnamed Road, Tarkhanan Da Wara, Kasur, Punjab, Pakistan",,"Jamia Masjid Rajput Nagar","0"
"1","0","0","0","0","Corporate office","31.1134143","74.2158844","5","Malik Anwar street",,"Malik Anwar street, Amar Pura, Kasur, Punjab, Pakistan",,"Hafiz Rasheed.... house","1"
"2","0","0","0","0","School","31.1123139","74.2179482","5","4669+W5G",,"4669+W5G, Amarpura, Kasur, Punjab, Pakistan",,"Govt Elemantry school amar pura","2"
"1","0","0","0","0","High school","31.1402954","74.2309359","5","46RJ+497",,"46RJ+497, Singhwala, Kasur, Punjab, Pakistan",,"Heaven Public school Sangat Singh wala","1"
"1","0","0","0","0","School","31.1076536","74.1899836","5","455Q+3X9",,"455Q+3X9, Chhina, Kasur, Punjab, Pakistan",,"The Knowledge School System and IT College Chhina Ottar KRK","1"
,,,,,"Elementary school","31.5364862","74.5984369",,"GHPX+H9",,"GHPX+H9, Qila Jiwan Singh, Lahore, Punjab, Pakistan",,"GPS Qila Jevan Singh","0"
,,,,,"School","31.5381994","74.5982977",,"GHQX+78F",,"GHQX+78F, Qila Jiwan Singh, Lahore, Punjab, Pakistan",,"Madrasat ul Madina","0"
"6","0","0","0","0","Milk delivery service","31.5398145","74.5499103","5","dera, near Govt high school for boys minhala",,"dera, near Govt high school for boys minhala, Lahore, 53401, Pakistan","53401","JUTT DAIRY FARM","6"
