"title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price","categoryName","location/lat","location/lng","totalScore","postalCode","address"
"717 Salon","184","142","7","25","7","3","Plaza no. 55, CCA, Phase 5",,"Beauty salon","31.4616691","74.4136607","4.3","54000","Plaza no. 55, CCA, Phase 5, Sector C DHA, Lahore, Punjab 54000, Pakistan"
"TheMost Pakistan","81","66","12","2","1","0","CCA C, 148 C",,"Beauty salon","31.4626615","74.4164972","4.7","54792","CCA C, 148 C, Commercial Area Sector C Phase 5 D.H.A, Lahore, Punjab 54792, Pakistan"
"Paragon Salon DHA","42","38","1","1","2","0","89 CCA DHA Phase 5",,"Beauty salon","31.4609116","74.4139716","4.8","54910","89 CCA DHA Phase 5, Lahore, 54910, Pakistan"
"Manaq by Aqsa","114","86","13","9","4","2","First floor, Plaza #6, CCA1",,"Beauty salon","31.4701334","74.4502267","4.4","54000","First floor, Plaza #6, CCA1, Lahore, 54000, Pakistan"
"Iqra Mehar Salon","56","50","1","5","0","0","Main Gate Market, Nawaz Sharif Interchange, Bedian Rd, opposite Askari 11",,"Beauty salon","31.4637307","74.4349971","4.6","54000","Main Gate Market, Nawaz Sharif Interchange, Bedian Rd, opposite Askari 11, Sector A DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"Ayaans Men Hair Salon & Spa","55","36","7","6","4","2","2nd Floor 36CCA, opp. Artisan Vapour Shop",,"Beauty salon","31.4618663","74.4140968","4.2","54000","2nd Floor 36CCA, opp. Artisan Vapour Shop, Phase 5 D.H.A, Lahore, 54000, Pakistan"
"Bege's Salon & Studio","14","12","0","0","1","1","Plot 26",,"Beauty salon","31.4734564","74.4692059","4.6",,"Plot 26, Defence Raya Golf Resort Sector M DHA Phase 6, Lahore, Punjab, Pakistan"
"Blade Haven Salon","15","15","0","0","0","0","Plaza No, 87 C",,"Hair salon","31.4683173","74.4514847","5","54000","Plaza No, 87 C, Sector C Block-CCA DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"Hair Dot - By Rob & Zaib","48","48","0","0","0","0","3rd Floor, 164 CCA",,"Beauty salon","31.4691646","74.4496981","5","54000","3rd Floor, 164 CCA, Sector C DHA Phase 6, Lahore, 54000, Pakistan"
"Depilex Men Salon DHA Phase 6 Lahore, Barbers DHA Lahore","53","27","13","7","5","1","13/CP, Fairways Commercial DHA phase 6, near Golf and Country Club",,"Beauty salon","31.4751572","74.4688266","4","54000","13/CP, Fairways Commercial DHA phase 6, near Golf and Country Club, Defence Raya, Lahore, 54000, Pakistan"
"Beautylicious The Salon","85","48","14","10","10","3","433Q",,"Beauty salon","31.4839999","74.4097138","4",,"433Q, commercial area Phase 2 DHA Phase 3, Lahore, Punjab, Pakistan"
"Al-Khayam Hair Salon","44","23","12","2","6","1",,,"Hair salon","31.4468579","74.4311748","4.2","54810","Askari 11 Sector B, Lahore, Punjab 54810, Pakistan"
"The Nail Bar DHA","319","255","17","33","7","7","1st Floor, above Green Pharmacy",,"Nail salon","31.462032","74.413264","4.4",,"1st Floor, above Green Pharmacy, Sector C Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"HB Style Salon","22","21","1","0","0","0","Opposite avenue mall Q-443",,"Beauty salon","31.4846665","74.4090706","5",,"Opposite avenue mall Q-443, Sector Q DHA Phase 2, Lahore, Punjab, Pakistan"
"Medusa By Anila","56","36","7","6","4","3","1st Floor, 64 CCA",,"Beauty salon","31.4619781","74.4130739","4.1","54810","1st Floor, 64 CCA, Phase 5 D.H.A, Lahore, 54810, Pakistan"
"Abdul Hannan Beauty Center","2",,,,,,"XRCJ+RR8",,"Beauty salon","30.972048","73.8320905","5",,"XRCJ+RR8, Dholan, Kasur, Punjab, Pakistan"
"Azam Saloon And Hair Stylish","0",,,,,,"XQ9Q+Q82",,"Hair salon","30.9693849","73.7882389",,,"XQ9Q+Q82, Sehjowal, Kasur, Punjab, Pakistan"
"Beauty salon","1",,,,,,"2VC3+M6F, Bombay Hotel Bazar Rd",,"Beauty salon","31.0216926","73.8530587","5",,"2VC3+M6F, Bombay Hotel Bazar Rd, Main Bazar Tauheed Town, Pattoki, Kasur, Punjab, Pakistan"
"Blush Beauty Salon","20",,,,,,"86CG+PQ2, Unnamed Road",,"Beauty salon","31.3217713","74.2268907","4.5",,"86CG+PQ2, Unnamed Road, Northern District Bahria Orchard, Lahore, Punjab, Pakistan"
"Mirha Salon","63","53","6","4","0","0","CCV7+MX3",,"Beauty salon","31.4441328","74.4149351","4.7",,"CCV7+MX3, Formanites Housing Scheme Lahore, Punjab, Pakistan"
"Lice Free Salon DHA Phase 5 Lahore","21","16","2","1","0","2","2nd Floor, Plaza 82 CCA, Phase 5",,"Beauty salon","31.4610988","74.4138846","4.4",,"2nd Floor, Plaza 82 CCA, Phase 5, Cantt, Lahore, Pakistan"
"Ethereal Salon","64","31","9","20","4","0","44",,"Beauty salon","31.462381","74.4136845","3.5",,"44, CC A Commercial Market Phase 5 D.H.A, Lahore, s, Punjab, Pakistan"
"Black Scissors Studio SPA Hair Salon","10","9","0","1","0","0","123, MB Mujor, Shabbir Sharif Rd",,"Hair salon","31.4804896","74.4523066","4.6","54920","123, MB Mujor, Shabbir Sharif Rd, Shaheed Road Sector J DHA Phase 6, Lahore, Punjab 54920, Pakistan"
"Meena’s Beauty Land","12","12","0","0","0","0","103 A, near Dolmen Mall",,"Beauty salon","31.46732","74.4398191","5",,"103 A, near Dolmen Mall, DHA Phase 6, Lahore, Pakistan"
"Maryam Nasir- Makeup Studio & Salon","60","41","4","14","1","0","12 CCA",,"Beauty salon","31.4629454","74.4141151","4",,"12 CCA, Sector C Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"Rea Rana Salon and Makeup Studio","26","25","0","0","0","1","Floor Plaza 22, Street 3",,"Beauty salon","31.4697124","74.4503883","4.9","54000","Floor Plaza 22, Street 3, Sector C Sector CCA DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"Enhance Aesthetic & Beauty Salon","24","16","3","5","0","0","Plaza #53 CC Phase 5 Lahore Phase 5",,"Beauty salon","31.461758","74.4138652","4","54000","Plaza #53 CC Phase 5 Lahore Phase 5, Lahore, 54000, Pakistan"
"Stylin' Salon by Shafaq","9","6","1","2","0","0","FCHX+4GM, Main Blvd",,"Beauty salon","31.4778447","74.4487898","4","54000","FCHX+4GM, Main Blvd, Sector H DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"Legends Hair Salon","12","11","0","1","0","0","CCXM+8G9, commercial market",,"Hair salon","31.448297","74.4338509","4.7",,"CCXM+8G9, commercial market, sector-B Askari 11 Sector B, Lahore, Punjab, Pakistan"
"AKASHA USMAN MAKEUP AND HAIR STUDIO","23","22","0","1","0","0","AKASHA USMAN MAKEUP AND HAIR STUDIO, 409/7 Avenue 5",,"Beauty salon","31.4620118","74.4497808","4.8","54792","AKASHA USMAN MAKEUP AND HAIR STUDIO, 409/7 Avenue 5, D - BLOCK Sector D DHA Phase 6, Lahore, Punjab 54792, Pakistan"
"The Nail House by ISHA","34","27","2","4","1","0","2nd floor DHA phase 5 CCA, above one step pharmacy",,"Nail salon","31.4612798","74.4140621","4.4","54000","2nd floor DHA phase 5 CCA, above one step pharmacy, Lahore, 54000, Pakistan"
"Raya x splitends spa & salon","36","20","5","6","3","2","& country club",,"Beauty salon","31.4711058","74.4694677","3.9",,"& country club, Defence Raya Golf Resort Sector M DHA Phase 6, Lahore, Punjab, Pakistan"
"Rosheen Signature Salon & Spa","3","3","0","0","0","0","57, CCA Street 6",,"Beauty salon","31.4615527","74.4134226","5","54000","57, CCA Street 6, Sector C Phase 5 D.H.A, Lahore, Punjab 54000, Pakistan"
"Odeon Hair Salon & PC Laundry Phase 5","26","14","7","1","3","1","32 CCA BASEMENT",,"Hair salon","31.4615672","74.4140311","4.2",,"32 CCA BASEMENT, Sector C Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"Haseeb Salon","10","9","1","0","0","0","Smokers Den, Basement shop no.1",,"Hair salon","31.4685513","74.4515864","4.9",,"Smokers Den, Basement shop no.1, Sector CCA DHA Phase 6, Lahore, Punjab, Pakistan"
"Godian Hair Salon","25","10","4","5","5","1","FC67+R82",,"Beauty salon","31.4620225","74.4132767","3.5",,"FC67+R82, Sector C Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"The Zian Men's Salon","15","11","0","1","3","0",,,"Barber shop","31.4619226","74.4133962","4.3",,"Sector C Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"Mian Shabir Heir Salon","2",,,,,,"MXJ4+9H",,"Beauty salon","31.6809812","73.9564119","5",,"MXJ4+9H, Kudalthi Morr, Sheikhupura, Punjab, Pakistan"
"Robi Beauty Parlour","2",,,,,,"9WM8+W5Q, Jaranwala Rd Mandi Faizabad",,"Beauty salon","31.3848397","73.9154804","3","39470","9WM8+W5Q, Jaranwala Rd Mandi Faizabad, Nankana Sahib, 39470, Pakistan"
"Tahira Bright Beauty Salon","1",,,,,,"PX7M+43X, Gali Zargaran",,"Beauty salon","31.7128791","73.982727","5",,"PX7M+43X, Gali Zargaran, Sheikhupura, Punjab, Pakistan"
"Hairstyle Salon","1",,,,,,"C2J4+7HF, Jaranwala Rd Mirzapur, Mandi Faizabad",,"Hair salon","31.4306999","74.0064076","5","39470","C2J4+7HF, Jaranwala Rd Mirzapur, Mandi Faizabad, Nankana Sahib, 39470, Pakistan"
"Shahid Barbar Salon","1",,,,,,"F36X+99H, مین بازار",,"Beauty salon","31.4609451","74.0984858","5",,"F36X+99H, مین بازار, شریف, Sharaqpur, Sheikhupura, Punjab, Pakistan"
"Naseer ahmad new fansi hair salon","1",,,,,,"Sheikhupura - Mangtanwala Rd",,"Beauty salon","31.6481994","73.9760949","5",,"Sheikhupura - Mangtanwala Rd, Bahriyanwala, Sheikhupura, Punjab, Pakistan"
"Fuzion Salon","1",,,,,,"8328+9P9",,"Beauty salon","31.3009032","74.0668545","4",,"8328+9P9, Manga Mandi, Lahore, Punjab, Pakistan"
"Shani beauty saloon","3",,,,,,"Nankana Road, near Punjab sweet",,"Hair salon","31.5750872","73.4813356","5","39100","Nankana Road, near Punjab sweet, Ward Number 10 Shahkot, Nankana Sahib, Punjab 39100, Pakistan"
"Sundar sada salon","1",,,,,,,,"Beauty salon","31.7105022","73.981901","5","39350","Jinnah Park, Sheikhupura, Punjab 39350, Pakistan"
"Mana Jutt","1","1","0","0","0","0","JRPX+4JG",,"Beauty salon","31.635289","73.8490985","5",,"JRPX+4JG, Dhardanwali, Sheikhupura, Punjab, Pakistan"
"NUMRA - Makeup Studio & Salon","762",,,,,,"St 13",,"Beauty salon","31.471907","74.377568","4.6","54792","St 13, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan"
"Cheryl's Company Salon","1053",,,,,,"Building # D2, St 9",,"Beauty salon","31.4866035","74.3890299","4.8","54000","Building # D2, St 9, Sector D Commercial Sector market Dha Phase 1, Lahore, Punjab 54000, Pakistan"
"COSMO SALON","1271",,,,,,"148, Y Block Commercial",,"Beauty salon","31.4729662","74.3776039","4.6",,"148, Y Block Commercial, Lahore, Pakistan"
"Hadiqa Kiani Salon","124",,,,,,,,"Beauty salon","31.463617","74.3836925","4.3",,"DHA Phase 4 Sector CCA Dha Phase 4, Lahore, Punjab, Pakistan"
"Nexus Men's & Women’s Lounge","265",,,,,,"Plot 73, Nexus Men's & Women’s Lounge, 72 Street T",,"Beauty salon","31.4744386","74.4025489","4.3",,"Plot 73, Nexus Men's & Women’s Lounge, 72 Street T, Civic Commercial Area Sector T DHA Phase 2, Lahore, Punjab, Pakistan"
"Ansa Salon","120",,,,,,"14 Street 14",,"Beauty salon","31.4556662","74.3682921","4.8",,"14 Street 14, E Block Block E Punjab CHS, Lahore, Punjab, Pakistan"
"Leisure Ladies Salon","203",,,,,,"1-C Commercial C, near Kfc",,"Beauty salon","31.373056","74.1856521","4.6","54000","1-C Commercial C, near Kfc, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 54000, Pakistan"
"Maryam Azhar Salon","287",,,,,,"Plaza no. 258, Sector FF, Phase 4, DHALahore, Punjab FF",,"Beauty salon","31.4638199","74.389245","4.7","54000","Plaza no. 258, Sector FF, Phase 4, DHALahore, Punjab FF, Lahore, 54000, Pakistan"
"Hira Khan Salon and Spa DHA","162",,,,,,"Plaza No 263 - FF Block Commercial Phase 4 Street 8, DHA",,"Beauty salon","31.4638444","74.3898458","4.5",,"Plaza No 263 - FF Block Commercial Phase 4 Street 8, DHA, Sector FF Dha Phase 4, Lahore, Punjab, Pakistan"
"Zara Gul Makeup & Hair Studio","1526",,,,,,"220 - FF, CCA, Commercial Market",,"Beauty salon","31.4647044","74.3904712","4.6",,"220 - FF, CCA, Commercial Market, Sector FF Dha Phase 4, Lahore, Punjab, Pakistan"
"Javed Salon","108",,,,,,"Basement 215، Street 10 Commercial Area",,"Hairdresser","31.472394","74.3761452","4.7",,"Basement 215، Street 10 Commercial Area, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan"
"TRESS&TALES HAIR SALON","76",,,,,,"272_ A block، mian Baluvord، A",,"Barber shop","31.5098172","74.4334119","4.5","54000","272_ A block، mian Baluvord، A، phase VIII Dha Block A Eden City, Lahore, Punjab 54000, Pakistan"
"Kalon Men Salon","56",,,,,,"Plot C 245",,"Beauty salon","31.4638678","74.3884579","4.7",,"Plot C 245, Sector FF Dha Phase 4, Lahore, Punjab, Pakistan"
"Gorgei salon & skincare","85",,,,,,"54 S, Commercial Aera, Barki Rd",,"Beauty salon","31.5251509","74.4531172","4.3","54000","54 S, Commercial Aera, Barki Rd, Imperial Garden Homes Paragon City, Lahore, Punjab 54000, Pakistan"
"Sonia Signature Salon","50",,,,,,"19-F",,"Beauty salon","31.4846944","74.39215","4.6","54810","19-F, Sector F Dha Phase 1, Lahore, Punjab 54810, Pakistan"
"HYELADIES SALON","17",,,,,,"Barki Rd",,"Beauty salon","31.5378888","74.4548231","4.8","53200","Barki Rd, Paragon City, Lahore, Punjab 53200, Pakistan"
"Hair and Beauty Castle","21",,,,,,"GFG3+333, Imperial Mall, Paragon, Lahore, امپیریئل گارڈن مین بلیوارڈ،",,"Beauty salon","31.525148","74.452676","4.6",,"GFG3+333, Imperial Mall, Paragon, Lahore, امپیریئل گارڈن مین بلیوارڈ،, Imperial Garden Homes Paragon City, Lahore, Punjab, Pakistan"
"Trimmers Salon For Men/Women - Separate Floors","320",,,,,,"97CCA, Street 1 R Block",,"Beauty salon","31.4753603","74.4027568","4",,"97CCA, Street 1 R Block, Sector R DHA Phase 2, Lahore, Punjab, Pakistan"
"CUT & CARA Salon / Spa","4",,,,,,"Plaza #15, CCA",,"Beauty salon","31.5222634","74.4394721","5",,"Plaza #15, CCA, DHA Phase 8 - Ex Park View Block D Park View CHS, Lahore, Punjab, Pakistan"
"Royal Hair Dressers & Beauty Parlours","273",,,,,,"263",,"Beauty salon","31.559503","74.3046546","4.3","54000","263, Rewaz Garden chauburji lahore, Lahore, Punjab 54000, Pakistan"
"Ambiance Beauty Salon by Ghazala","48",,,,,,"47-A",,"Beauty salon","31.5105678","74.4316042","4",,"47-A، DHA Phase 8 Block A Eden City, Lahore, Pakistan"
"The MakeOver Salon By Shafq","40",,,,,,"Plot#6 Ravi Rd",,"Beauty salon","31.5893403","74.3001924","4.7","54000","Plot#6 Ravi Rd, Karim Park Block#3 Karim Park, Lahore, Punjab 54000, Pakistan"
"Cheenoz | Salon & Institute","55",,,,,,"65-L DHA Phase 8, Formerly Air Avenue",,"Beauty salon","31.511348","74.4410259","3.8","54000","65-L DHA Phase 8, Formerly Air Avenue, Block L Air Avenue, Lahore, Punjab 54000, Pakistan"
"Julie Salon Lahore","91",,,,,,"New Anarkali Road",,"Hair salon","31.5713713","74.3109736","4.4","54000","New Anarkali Road, Anarkali Bazaar Lahore, Punjab 54000, Pakistan"
"Naylas saloon","11",,,,,,"BIN RAAJ departmental store, Moazzam azam plaza oppo, Main Harbanspura Rd",,"Beauty salon","31.5615714","74.4228996","5","54850","BIN RAAJ departmental store, Moazzam azam plaza oppo, Main Harbanspura Rd, Aziz Bhatti Town, Lahore, Punjab 54850, Pakistan"
"Emaa’z beauty salon","26",,,,,,"272 Street VIII",,"Beauty salon","31.5112114","74.4360357","3.7",,"272 Street VIII, DHA Phase 8 - Ex Air Avenue Block L Air Avenue, Lahore, Punjab, Pakistan"
"Raees & Brother's Beauty salon","30",,,,,,"Kamal Rd",,"Beauty salon","31.5754369","74.2950617","4.7","54000","Kamal Rd, Data Gunj Buksh Town, Lahore, Punjab 54000, Pakistan"
"Sense Beauty Salon","3",,,,,,"66/C, ex, C",,"Beauty salon","31.5201154","74.4392768","4.7","54000","66/C, ex, C, DHA Phase 8 - Ex Park View Lahore, 54000, Pakistan"
"Scissor Touch Hair Saloon","79",,,,,,"H75R+QQR, Kacha Sanda Rd",,"Hair salon","31.5594943","74.2918852","5","54000","H75R+QQR, Kacha Sanda Rd, Sanda National Town, Lahore, Punjab 54000, Pakistan"
"Kaif Ganeshpuri","1","1","0","0","0","0","9X5J+H72",,"Beauty salon","31.3589935","73.980462","5",,"9X5J+H72, Ch Hayat Home, Nankana Sahib, Punjab, Pakistan"
"Passion Look | Men's & Woman's Salon since 1999","302",,,,,,"421/A Block, butt chowk, Tajpura Scheme Rd, near Jawa Sweet",,"Hair salon","31.5598928","74.4009546","4.9","54000","421/A Block, butt chowk, Tajpura Scheme Rd, near Jawa Sweet, Ghaziabad, Lahore, Punjab 54000, Pakistan"
"Amme's Salon","16",,,,,,"building 144, Noor-e-Madina, road",,"Beauty salon","31.560461","74.3012056","5","54000","building 144, Noor-e-Madina, road, Prem Nagar Rewaz Gardens, Lahore, Punjab 54000, Pakistan"
"Hair Care - Keratin Expert - Ladies Salon","4",,,,,,"House 85, Royal garrison enclave society, main Harbanspura Rd",,"Beauty salon","31.5576132","74.423712","5",,"House 85, Royal garrison enclave society, main Harbanspura Rd, Aziz Bhatti Town, Lahore, Punjab, Pakistan"
"Moon Hairdressers & Beauty Salon","31",,,,,,"Hakeem Wala Bazar, Sanda - 54000",,"Beauty salon","31.5604721","74.2848758","4.6","54000","Hakeem Wala Bazar, Sanda - 54000, Sanda, Lahore, Punjab 54000, Pakistan"
"Standard Men Salon","17",,,,,,,,"Hairdresser","31.5098125","74.4316875","4.9",,"Block A Eden City, Lahore, Punjab, Pakistan"
"Shahbaz Hair salon","12",,,,,,"street no 3 qila muhammadi, Ravi Rd",,"Beauty salon","31.595929","74.3039965","4.8",,"street no 3 qila muhammadi, Ravi Rd, Ravi Park, Lahore, Punjab, Pakistan"
"Hair Craft Salon By Adnan","11",,,,,,"laza 01, Broadway Commercial, Barki Road, Paragon City Main Blvd",,"Beauty salon","31.5303626","74.4532512","3.7","54000","laza 01, Broadway Commercial, Barki Road, Paragon City Main Blvd, Lahore, 54000, Pakistan"
"Signature Royal Salon","143",,,,,,"15-b Sanda Rd",,"Beauty salon","31.5616011","74.2991046","4.2","54000","15-b Sanda Rd, Prem Nagar Rajgarh, Lahore, Punjab 54000, Pakistan"
"Elan Salon and Spa","9",,,,,,"GFJ3+7M",,"Beauty salon","31.5306875","74.4541875","4.9",,"GFJ3+7M, Paragon City, Lahore, Punjab, Pakistan"
"Heer Beauty Salon ھیر بیوٹی سیلون","44",,,,,,"169 Ravi Rd",,"Beauty salon","31.5941711","74.3062994","3.9",,"169 Ravi Rd, Ravi Park Lahore, Punjab, Pakistan"
"Blush & Glow Beauty Salon","14",,,,,,"H78Q+F4V",,"Beauty salon","31.5662154","74.2877805","5","54000","H78Q+F4V, Sanda Islampura, Lahore, Punjab 54000, Pakistan"
"NK Hair Salon","207","114","56","12","23","2","41 T Block Commercial area DHA phase 2 Lahore",,"Hairdresser","31.4736217","74.4021149","4.2","54000","41 T Block Commercial area DHA phase 2 Lahore, Sector T DHA Phase 2, Lahore, Punjab 54000, Pakistan"
"The House of Beauty","14",,,,,,"Abdali Rd",,"Beauty salon","31.5668455","74.2909065","4.7","54000","Abdali Rd, Islampura, Lahore, Punjab 54000, Pakistan"
"Fazi bridal makeup studio & salon","240","215","14","7","2","2","33 Z block, Street 18",,"Beauty salon","31.4744909","74.3796736","4.8","58210","33 Z block, Street 18, Lahore, 58210, Pakistan"
"The World Hair Beauty Salon","22",,,,,,"J778+QQC, Sheikhupura Rd, Begum Kot, Shahdara, Lahore, Punjab",,"Beauty salon","31.614435","74.2668901","4.2",,"J778+QQC, Sheikhupura Rd, Begum Kot, Shahdara, Lahore, Punjab, Begum Kot Shahdara Town, Shahdara, Lahore, Punjab, Pakistan"
"Amina.Z Salon and Makeup Studio","325","200","72","28","18","7","187 DD",,"Beauty salon","31.4642524","74.3862457","4.3",,"187 DD, Dha Phase 4, Lahore, Pakistan"
"Cut Saloon","30",,,,,,"J79J+2QX, Sargodha Road",,"Beauty salon","31.6176224","74.2819902","4.1",,"J79J+2QX, Sargodha Road, Shahdara Town, Lahore, Punjab, Pakistan"
"Style Inn Beauty Salon","1",,,,,,"18 Umar Rd",,"Hair salon","31.5654046","74.2948827","5","54000","18 Umar Rd, Krishan Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Nadia beauty salon","11",,,,,,"Zahoor St",,"Beauty salon","31.5609135","74.2939578","4.5","54000","Zahoor St, National Town Lahore, Punjab 54000, Pakistan"
"Saman's Beauty Salon","14",,,,,,"Main Rajgarh Rd",,"Beauty salon","31.5599204","74.3012528","4.7","54000","Main Rajgarh Rd, Rewaz Gardens, Lahore, Punjab 54000, Pakistan"
"Depilex beauty clinic","74",,,,,,"Rajgarh Chowk, 21 Sanda Rd",,"Beauty salon","31.5617166","74.2974826","3.8","54000","Rajgarh Chowk, 21 Sanda Rd, National Town, Lahore, Punjab 54000, Pakistan"
"ISSH HAIR SALON. S-10 SANDA ROAD ISLAMPURA LAHORE","1",,,,,,"H76W+Q8V",,"Hair salon","31.5619869","74.2958077","5","54000","H76W+Q8V, Krishan Nagar Lahore, Punjab 54000, Pakistan"
"Ghazals Beauty Lounge","16","15","1","0","0","0","Plaza # 59 S, Barki Rd",,"Beauty salon","31.5250857","74.4535833","4.9","53200","Plaza # 59 S, Barki Rd, Imperial Garden Homes Commercial Area Paragon City, Lahore, Punjab 53200, Pakistan"
"Rita's hair and beauty lounge","17","17","0","0","0","0","Ex park view, plaza 71",,"Beauty salon","31.5200008","74.4388359","5","54940","Ex park view, plaza 71, Commercial phase 8 market, Lahore, Punjab 54940, Pakistan"
"Muse Salon and Spa","31","31","0","0","0","0","155 Street 11",,"Beauty salon","31.4728272","74.3781804","5",,"155 Street 11, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan"
"Bellezza Salon DHA","346","245","31","44","18","8","Street 149",,"Beauty salon","31.4826646","74.396612","4.2",,"Street 149, Sector L Dha Phase 1, Lahore, Punjab, Pakistan"
"STYLIN'CHIC","3","3","0","0","0","0","Imperial Mall, opp. Al Fatah",,"Beauty salon","31.5252512","74.4526371","5",,"Imperial Mall, opp. Al Fatah, Imperial Garden Homes Paragon City, Lahore, Punjab, Pakistan"
"She's Beauty Salon Services At Home","87","78","2","7","0","0","Commercial lane Q block",,"Beauty salon","31.4836771","74.4086367","4.7","54000","Commercial lane Q block, Sector Q DHA Phase 2, Lahore, Punjab 54000, Pakistan"
"Stone Scissor","6","4","1","0","1","0","155 Barki Rd",,"Beauty salon","31.5256807","74.4474432","4.5","54000","155 Barki Rd, Paragon City, Lahore, Punjab 54000, Pakistan"
"De Nails Art & Salon","260","236","12","9","2","1","1st Floor Building, 102",,"Nail salon","31.484245","74.3949012","4.8","54600","1st Floor Building, 102, G-Block Dha Phase 1, Lahore, 54600, Pakistan"
"Beauty Salon Services At Home","55","51","2","0","2","0","Y, 146 Y Block St 15",,"Beauty salon","31.4700618","74.3773242","4.9","54000","Y, 146 Y Block St 15, Sector Y DHA Phase 3, Lahore, Punjab 54000, Pakistan"
"Singhar Beauty Saloon","114","106","3","2","2","1","4 Mozang Rd, opp. Family Hospital",,"Beauty salon","31.5611222","74.3129832","4.8","54000","4 Mozang Rd, opp. Family Hospital, Mozang Chungi, Lahore, Punjab 54000, Pakistan"
"Splitends Salon","169","107","27","13","14","8","XX, 57, Khayaban-e-Iqbal",,"Beauty salon","31.4711763","74.3611702","4.2",,"XX, 57, Khayaban-e-Iqbal, DHA Phase 3, Lahore, Punjab, Pakistan"
"Uzma Ashfaq Bridal Studio/Salon","257","187","36","12","13","9","18 Phase 3, 37 Z Block Commercial Area, next to Alyanto Defence",,"Beauty salon","31.4744898","74.3795416","4.5","54000","18 Phase 3, 37 Z Block Commercial Area, next to Alyanto Defence, Sector Z DHA Phase 3, Lahore, Punjab 54000, Pakistan"
"Anns hair saloon","38","36","2","0","0","0","Said Mitha Bazar Rd",,"Hairdresser","31.5820225","74.3132883","4.9",,"Said Mitha Bazar Rd, Mohalla Daran gate, Lahore, Punjab, Pakistan"
"Good look beauty palace","12","10","2","0","0","0","188 Libya Rd",,"Beauty salon","31.5899877","74.302453","4.8","54000","188 Libya Rd, Karim Park Block#2 Karim Park, Lahore, Punjab 54000, Pakistan"
"Plush Beauty Salon","12","11","1","0","0","0","House No i/191, Plush Beauty Salon, Qazi Khana St, near Al e Imran Hospital Kucha, inside Mochi Gate",,"Beauty salon","31.5784773","74.3211526","4.9","05420","House No i/191, Plush Beauty Salon, Qazi Khana St, near Al e Imran Hospital Kucha, inside Mochi Gate, Mughal Haveli Mohalla Kucha Chagtah Walled City of Lahore, Lahore, Punjab 05420, Pakistan"
"Asmaa's Fashion Salon","10","10","0","0","0","0",,,"Beauty salon","31.5993898","74.319331","5","54000","Data Nagar Badami Bagh, Lahore, Punjab 54000, Pakistan"
"Hamza Hair Cut Salon","2","2","0","0","0","0","Matro Bus Station, Bara Dari Rd, near to Hotel Ravi View",,"Hair salon","31.6150478","74.2914465","5","54000","Matro Bus Station, Bara Dari Rd, near to Hotel Ravi View, Saeed Park Punjab, Shahdara, Lahore, Punjab 54000, Pakistan"
"ALI SONU SALON LAHORE","10","9","0","1","0","0","Ravi Rd",,"Beauty salon","31.5928487","74.3068708","4.6",,"Ravi Rd, Ravi Park Lahore, Punjab, Pakistan"
"MARK Makeup, Hair, Skin Saloon","15","10","3","0","2","0","GCFX+VGJ",,"Hair salon","31.5247045","74.4487579","4.5",,"GCFX+VGJ, Paragon City, Lahore, Punjab, Pakistan"
"Roop Singhar","10","6","4","0","0","0","hospital, Main Barki Rd, near zafar",,"Beauty salon","31.5189871","74.4561322","4.6",,"hospital, Main Barki Rd, near zafar, Green City, Lahore, Punjab, Pakistan"
"AEMZ SALON","8","8","0","0","0","0","Plaza 28 BroadWay, Barki Rd",,"Beauty salon","31.5223839","74.4519568","5",,"Plaza 28 BroadWay, Barki Rd, Paragon City, Lahore, Punjab, Pakistan"
"Scissor Edge","10","7","0","1","1","1","Shop#3 Market#2",,"Hair salon","31.5257231","74.420499","4.1","54000","Shop#3 Market#2, F Askari X, Lahore, Punjab 54000, Pakistan"
"Laibas salon","3","3","0","0","0","0","GCW9+8HJ",,"Beauty salon","31.5458393","74.4188979","5",,"GCW9+8HJ, Shahid Town Aziz Bhatti Town, Lahore, Punjab, Pakistan"
"Fahad Hair Salon & Cooking Center","3","3","0","0","0","0","HC29+659, Hussain Rd",,"Beauty salon","31.5505254","74.4179705","5",,"HC29+659, Hussain Rd, Aziz Bhatti Town, Lahore, Punjab, Pakistan"
"Jemicutz & Hair replacement","13","13","0","0","0","0","Ibrahim Colony Rd, near white masjid",,"Hair replacement service","31.5560316","74.4325352","5",,"Ibrahim Colony Rd, near white masjid, Aziz Bhatti Town, Lahore, Punjab, Pakistan"
